LSOA code,LSOA name,LONG__y,LAT_y,Vehicle crime
E01009995,Sandwell 010C,-1.99796,52.5444,14
E01009996,Sandwell 010D,-1.98932,52.5399,8
E01009997,Sandwell 010E,-1.99265,52.5364,9
E01009998,Sandwell 010F,-2.00182,52.5383,20
E01009999,Sandwell 033E,-2.03072,52.4798,43
E01010000,Sandwell 030A,-2.00905,52.4805,13
E01010001,Sandwell 037A,-2.01607,52.4782,22
E01010002,Sandwell 030B,-2.01816,52.4877,23
E01010003,Sandwell 030C,-2.01302,52.4906,21
E01010004,Sandwell 027D,-2.02357,52.4899,28
E01010005,Sandwell 030D,-2.00551,52.4882,19
E01010006,Sandwell 030E,-2.01226,52.4835,24
E01010007,Sandwell 012A,-1.94161,52.5366,4
E01010008,Sandwell 011A,-1.9345,52.5386,8
E01010009,Sandwell 012B,-1.95147,52.5346,7
E01010010,Sandwell 011B,-1.93396,52.5347,13
E01010011,Sandwell 011C,-1.93374,52.5431,16
E01010012,Sandwell 011D,-1.94263,52.5428,1
E01010013,Sandwell 012C,-1.94519,52.5404,5
E01010014,Sandwell 012D,-1.9572,52.54,15
E01010015,Sandwell 021A,-2.03347,52.511,24
E01010016,Sandwell 021B,-2.05053,52.5123,13
E01010017,Sandwell 024A,-2.00927,52.5047,32
E01010018,Sandwell 021C,-2.02462,52.5022,49
E01010019,Sandwell 024B,-2.00389,52.4983,17
E01010020,Sandwell 024C,-1.99345,52.4924,15
E01010021,Sandwell 024D,-2.00188,52.4928,12
E01010022,Sandwell 037B,-2.00895,52.4641,4
E01010023,Sandwell 037C,-1.99968,52.4659,22
E01010024,Sandwell 036B,-1.99175,52.4668,9
E01010025,Sandwell 037D,-2.0087,52.4725,19
E01010026,Sandwell 036C,-1.99674,52.4718,8
E01010027,Sandwell 036D,-1.9888,52.4702,21
E01010028,Sandwell 037E,-2.00607,52.4683,17
E01010029,Sandwell 009C,-2.05206,52.542,11
E01010030,Sandwell 007A,-2.06678,52.5414,16
E01010031,Sandwell 014B,-2.0593,52.5429,14
E01010032,Sandwell 014C,-2.06277,52.538,25
E01010033,Sandwell 014D,-2.05782,52.5389,24
E01010034,Sandwell 007B,-2.04332,52.5504,9
E01010035,Sandwell 007C,-2.0505,52.5494,34
E01010036,Sandwell 007D,-2.06654,52.5461,6
E01010037,Sandwell 009D,-2.04471,52.5431,18
E01010038,Sandwell 029A,-2.04939,52.4907,17
E01010039,Sandwell 025A,-2.06032,52.4846,16
E01010040,Sandwell 029B,-2.04592,52.4848,16
E01010041,Sandwell 029C,-2.04107,52.4843,9
E01010042,Sandwell 035F,-2.06619,52.4812,10
E01010043,Sandwell 025B,-2.06041,52.4967,4
E01010044,Sandwell 025C,-2.06388,52.4911,13
E01010045,Sandwell 029D,-2.03968,52.49,17
E01010046,Sandwell 023A,-1.96836,52.4995,27
E01010047,Sandwell 023B,-1.97461,52.5027,21
E01010048,Sandwell 023C,-1.98009,52.4982,10
E01010049,Sandwell 023D,-1.97713,52.4959,12
E01010050,Sandwell 023E,-1.98333,52.4949,5
E01010051,Sandwell 031D,-1.98382,52.492,7
E01010052,Sandwell 023F,-1.96683,52.506,24
E01010053,Sandwell 023G,-1.98872,52.5027,13
E01010054,Sandwell 028A,-1.97317,52.4939,33
E01010055,Sandwell 028B,-1.97376,52.4891,11
E01010056,Sandwell 028C,-1.97877,52.4895,12
E01010057,Sandwell 028D,-1.9684,52.4885,6
E01010058,Sandwell 031E,-1.97565,52.4846,15
E01010059,Sandwell 026A,-1.95883,52.4842,12
E01010060,Sandwell 028E,-1.96634,52.4842,17
E01010061,Sandwell 026B,-1.95936,52.4873,15
E01010062,Sandwell 026C,-1.9643,52.4967,27
E01010063,Sandwell 026D,-1.94794,52.4941,35
E01010064,Sandwell 026E,-1.96382,52.491,22
E01010065,Sandwell 026F,-1.95213,52.4869,21
E01010066,Sandwell 015A,-2.06393,52.5251,9
E01010067,Sandwell 015B,-2.04836,52.5255,13
E01010068,Sandwell 015C,-2.07577,52.5267,17
E01010069,Sandwell 016E,-2.04235,52.5193,11
E01010070,Sandwell 015D,-2.06784,52.5209,14
E01010071,Sandwell 016F,-2.05728,52.5202,24
E01010072,Sandwell 021D,-2.05793,52.5164,19
E01010073,Sandwell 021E,-2.03721,52.5146,11
E01010074,Sandwell 014E,-2.07009,52.5353,65
E01010075,Sandwell 015E,-2.05695,52.5283,10
E01010076,Sandwell 015F,-2.06094,52.5302,23
E01010077,Sandwell 022A,-2.04491,52.5012,13
E01010078,Sandwell 025D,-2.05504,52.5013,3
E01010079,Sandwell 022B,-2.0391,52.499,12
E01010080,Sandwell 022C,-2.03134,52.4986,32
E01010081,Sandwell 022D,-2.05601,52.5096,8
E01010082,Sandwell 022E,-2.0464,52.5073,21
E01010083,Sandwell 022F,-2.05404,52.5051,8
E01010084,Sandwell 022G,-2.03984,52.5054,9
E01010085,Sandwell 001A,-2.00806,52.5601,38
E01010086,Sandwell 001B,-2.02178,52.5642,17
E01010087,Sandwell 001C,-2.01284,52.5651,41
E01010088,Sandwell 001D,-2.013,52.5616,6
E01010089,Sandwell 001E,-2.02314,52.5596,17
E01010090,Sandwell 005A,-2.02987,52.5552,58
E01010091,Sandwell 005B,-2.01686,52.5546,16
E01010092,Sandwell 003E,-2.00545,52.5537,23
E01010093,Sandwell 013A,-2.01705,52.534,40
E01010094,Sandwell 013B,-2.01152,52.5357,13
E01010095,Sandwell 013C,-2.02533,52.5375,49
E01010096,Sandwell 005C,-2.01385,52.5489,44
E01010097,Sandwell 005D,-2.03796,52.5458,36
E01010098,Sandwell 013D,-2.00781,52.5442,12
E01010099,Sandwell 013E,-2.00761,52.5406,8
E01010100,Sandwell 013F,-2.02027,52.5441,32
E01010101,Sandwell 020B,-1.96655,52.5167,15
E01010102,Sandwell 020C,-1.98929,52.5117,20
E01010103,Sandwell 017D,-2.00543,52.5258,38
E01010104,Sandwell 017E,-1.98593,52.5221,16
E01010105,Sandwell 017F,-1.97752,52.5194,19
E01010106,Sandwell 019D,-1.9972,52.5206,51
E01010107,Sandwell 020D,-1.98643,52.5163,28
E01010108,Solihull 017A,-1.69769,52.4145,22
E01010109,Solihull 009A,-1.72677,52.451,238
E01010110,Solihull 009B,-1.71882,52.4706,14
E01010111,Solihull 008A,-1.73822,52.4748,20
E01010112,Solihull 009C,-1.73472,52.472,15
E01010113,Solihull 009D,-1.75121,52.472,17
E01010114,Solihull 009E,-1.75247,52.4674,21
E01010115,Solihull 015A,-1.73102,52.416,12
E01010116,Solihull 015B,-1.75929,52.4287,3
E01010117,Solihull 003A,-1.76556,52.5093,24
E01010118,Solihull 001A,-1.7792,52.5089,11
E01010119,Solihull 003B,-1.7618,52.5063,17
E01010120,Solihull 001B,-1.76711,52.5131,14
E01010121,Solihull 001C,-1.77915,52.504,48
E01010122,Solihull 001D,-1.78641,52.5063,27
E01010123,Solihull 003C,-1.75867,52.5029,26
E01010124,Solihull 003D,-1.76855,52.5034,16
E01010125,Solihull 006A,-1.7367,52.4807,34
E01010126,Solihull 008B,-1.72358,52.4804,14
E01010127,Solihull 008C,-1.72863,52.4853,26
E01010128,Solihull 008D,-1.72437,52.4746,29
E01010129,Solihull 006B,-1.74387,52.4765,28
E01010130,Solihull 008E,-1.72916,52.4767,29
E01010131,Solihull 008F,-1.73113,52.4728,25
E01010132,Solihull 011A,-1.76698,52.4413,13
E01010133,Solihull 011B,-1.78016,52.4468,18
E01010134,Solihull 011C,-1.77255,52.4481,11
E01010135,Solihull 011D,-1.77932,52.4386,11
E01010136,Solihull 012A,-1.79411,52.4375,5
E01010137,Solihull 012B,-1.78692,52.4376,17
E01010138,Solihull 011E,-1.76031,52.4443,10
E01010139,Solihull 006C,-1.73782,52.489,34
E01010140,Solihull 007A,-1.74683,52.482,15
E01010141,Solihull 006D,-1.73915,52.4855,14
E01010142,Solihull 007B,-1.75389,52.4831,24
E01010143,Solihull 007C,-1.74974,52.477,18
E01010144,Solihull 007D,-1.75529,52.4769,27
E01010145,Solihull 005A,-1.74483,52.4926,40
E01010146,Solihull 004A,-1.7517,52.4967,16
E01010147,Solihull 005B,-1.75105,52.4905,21
E01010148,Solihull 005C,-1.75681,52.4927,19
E01010149,Solihull 005D,-1.75634,52.487,22
E01010150,Solihull 028A,-1.76044,52.3899,4
E01010151,Solihull 026A,-1.73071,52.3866,22
E01010152,Solihull 026B,-1.74215,52.3848,5
E01010153,Solihull 026C,-1.73271,52.3757,6
E01010154,Solihull 026D,-1.74991,52.4034,13
E01010155,Solihull 026E,-1.73696,52.3959,6
E01010156,Solihull 026F,-1.75255,52.3927,5
E01010157,Solihull 010A,-1.80348,52.4495,9
E01010158,Solihull 012C,-1.78902,52.4469,29
E01010159,Solihull 010B,-1.78601,52.4505,8
E01010160,Solihull 012D,-1.79311,52.4438,15
E01010161,Solihull 012E,-1.79886,52.4415,19
E01010162,Solihull 010C,-1.79936,52.4547,9
E01010163,Solihull 010D,-1.79867,52.4498,13
E01010164,Solihull 017B,-1.62089,52.4351,27
E01010165,Solihull 017C,-1.65523,52.4351,24
E01010166,Solihull 025A,-1.62346,52.3891,5
E01010167,Solihull 017D,-1.69148,52.3791,15
E01010168,Solihull 025B,-1.65708,52.4165,44
E01010169,Solihull 025C,-1.64697,52.389,11
E01010170,Solihull 025D,-1.65477,52.3888,4
E01010171,Solihull 025E,-1.65919,52.3835,4
E01010172,Solihull 014A,-1.79445,52.4333,24
E01010173,Solihull 014B,-1.80306,52.4264,29
E01010174,Solihull 013A,-1.82007,52.4298,22
E01010175,Solihull 013B,-1.81083,52.4316,37
E01010176,Solihull 014C,-1.81807,52.4244,20
E01010177,Solihull 013C,-1.80547,52.4425,16
E01010178,Solihull 013D,-1.81053,52.4398,24
E01010179,Solihull 014D,-1.80158,52.4343,19
E01010180,Solihull 029A,-1.81862,52.3796,11
E01010181,Solihull 029B,-1.84738,52.3892,18
E01010183,Solihull 029D,-1.8039,52.3758,14
E01010184,Solihull 028B,-1.76089,52.3828,6
E01010185,Solihull 028C,-1.76383,52.3685,13
E01010186,Solihull 028D,-1.75444,52.3776,4
E01010187,Solihull 028E,-1.7711,52.3814,11
E01010188,Solihull 028F,-1.74965,52.3656,17
E01010189,Solihull 029E,-1.77972,52.3552,22
E01010190,Solihull 024A,-1.77011,52.4017,7
E01010191,Solihull 022A,-1.79776,52.4051,22
E01010192,Solihull 019A,-1.78594,52.4073,43
E01010193,Solihull 024B,-1.79053,52.4012,16
E01010194,Solihull 024C,-1.7809,52.3994,7
E01010195,Solihull 016A,-1.79489,52.4211,28
E01010196,Solihull 019B,-1.80498,52.418,25
E01010197,Solihull 019C,-1.79619,52.4139,32
E01010198,Solihull 019D,-1.77209,52.4083,18
E01010199,Solihull 018A,-1.81236,52.4115,19
E01010200,Solihull 018B,-1.81908,52.4059,10
E01010201,Solihull 018C,-1.8219,52.4098,24
E01010202,Solihull 022B,-1.80633,52.4067,15
E01010203,Solihull 022C,-1.81586,52.4029,20
E01010204,Solihull 018D,-1.82642,52.4196,23
E01010205,Solihull 018E,-1.81491,52.417,22
E01010206,Solihull 018F,-1.82365,52.4143,13
E01010207,Solihull 024D,-1.79051,52.3957,15
E01010208,Solihull 023A,-1.82402,52.4022,16
E01010209,Solihull 022D,-1.80716,52.3994,24
E01010210,Solihull 023B,-1.83292,52.4009,12
E01010211,Solihull 023C,-1.82942,52.3965,11
E01010212,Solihull 027A,-1.77942,52.3922,9
E01010213,Solihull 022E,-1.81318,52.395,31
E01010214,Solihull 027B,-1.7985,52.3928,9
E01010215,Solihull 027C,-1.80159,52.389,21
E01010216,Solihull 027D,-1.78924,52.3846,10
E01010217,Solihull 023D,-1.83997,52.4017,13
E01010218,Solihull 021A,-1.86497,52.4083,12
E01010219,Solihull 021B,-1.84513,52.4056,31
E01010220,Solihull 030A,-1.83681,52.4067,18
E01010221,Solihull 021C,-1.85162,52.4036,15
E01010222,Solihull 021D,-1.8587,52.406,13
E01010223,Solihull 030B,-1.8303,52.4083,20
E01010225,Solihull 030C,-1.84017,52.4106,6
E01010226,Solihull 016B,-1.76697,52.4145,15
E01010227,Solihull 015C,-1.74965,52.4177,13
E01010228,Solihull 015D,-1.77342,52.4321,16
E01010229,Solihull 016C,-1.78785,52.4287,15
E01010230,Solihull 016D,-1.77685,52.4231,15
E01010231,Solihull 016E,-1.78696,52.423,17
E01010232,Solihull 015E,-1.76911,52.4278,13
E01010233,Solihull 016F,-1.76841,52.4226,14
E01010234,Solihull 004B,-1.7459,52.5043,12
E01010235,Solihull 002A,-1.75032,52.5047,17
E01010236,Solihull 002B,-1.75324,52.5062,12
E01010237,Solihull 004C,-1.74935,52.4993,18
E01010238,Solihull 004D,-1.73877,52.4949,14
E01010239,Solihull 002C,-1.75109,52.5099,24
E01010240,Solihull 002D,-1.75636,52.5092,22
E01010241,Walsall 015A,-1.8997,52.6105,59
E01010242,Walsall 015B,-1.91961,52.6166,13
E01010243,Walsall 015C,-1.91632,52.6099,16
E01010244,Walsall 015D,-1.92857,52.6019,8
E01010245,Walsall 022A,-1.91483,52.5996,13
E01010246,Walsall 022B,-1.935,52.589,19
E01010247,Walsall 022C,-1.92487,52.5975,6
E01010248,Walsall 022D,-1.91476,52.5885,6
E01010249,Walsall 004A,-1.9401,52.6299,55
E01010250,Walsall 004B,-1.91547,52.6418,16
E01010251,Walsall 007A,-1.9142,52.6283,7
E01010252,Walsall 004C,-1.9275,52.637,10
E01010253,Walsall 007B,-1.91956,52.6278,9
E01010254,Walsall 004D,-1.92544,52.6276,10
E01010255,Walsall 007C,-1.90448,52.6193,8
E01010256,Walsall 007D,-1.92699,52.6222,15
E01010257,Walsall 007E,-1.91453,52.6196,6
E01010258,Walsall 023A,-2.02108,52.5911,11
E01010259,Walsall 023B,-2.03041,52.5908,10
E01010260,Walsall 023C,-2.02343,52.5868,48
E01010261,Walsall 033A,-2.02325,52.5808,98
E01010262,Walsall 036A,-2.03781,52.5743,17
E01010263,Walsall 033B,-2.03387,52.5676,39
E01010264,Walsall 033C,-2.03238,52.5731,31
E01010265,Walsall 033D,-2.01979,52.5732,77
E01010266,Walsall 023D,-2.02436,52.594,6
E01010267,Walsall 021A,-2.01007,52.595,14
E01010268,Walsall 021B,-2.00101,52.5936,23
E01010269,Walsall 026A,-1.99818,52.588,14
E01010270,Walsall 026B,-2.00761,52.5887,12
E01010271,Walsall 017A,-2.00243,52.6049,39
E01010272,Walsall 017B,-1.99558,52.607,18
E01010273,Walsall 017C,-2.0144,52.6071,15
E01010274,Walsall 021C,-2.01357,52.6005,15
E01010275,Walsall 021D,-2.00916,52.5993,14
E01010277,Walsall 013B,-1.98821,52.6054,16
E01010279,Walsall 018B,-1.98217,52.6018,21
E01010282,Walsall 012A,-1.9938,52.6106,19
E01010283,Walsall 013D,-1.98837,52.6107,20
E01010284,Walsall 006A,-1.98956,52.6248,11
E01010285,Walsall 006B,-1.99881,52.6231,20
E01010286,Walsall 006C,-1.99179,52.6194,16
E01010287,Walsall 012B,-2.00002,52.6166,21
E01010288,Walsall 012C,-1.99275,52.6148,15
E01010289,Walsall 012D,-1.98538,52.6155,19
E01010290,Walsall 006D,-1.99795,52.6328,19
E01010291,Walsall 009A,-2.02446,52.6173,14
E01010292,Walsall 008A,-2.00782,52.6209,30
E01010293,Walsall 009B,-2.013,52.6211,18
E01010294,Walsall 008B,-2.01231,52.6141,22
E01010295,Walsall 017D,-2.00222,52.6096,15
E01010296,Walsall 008C,-2.0137,52.629,10
E01010297,Walsall 008D,-2.00871,52.6298,10
E01010298,Walsall 009C,-2.01821,52.6255,11
E01010299,Walsall 009D,-2.02568,52.6237,12
E01010300,Walsall 009E,-2.01936,52.6203,16
E01010301,Walsall 001A,-1.95506,52.6594,11
E01010302,Walsall 002A,-1.91761,52.6521,15
E01010303,Walsall 001B,-1.94333,52.6544,18
E01010304,Walsall 002B,-1.91599,52.6564,11
E01010305,Walsall 002C,-1.93006,52.6509,14
E01010306,Walsall 001C,-1.94023,52.6468,31
E01010307,Walsall 001D,-1.94935,52.6377,15
E01010308,Walsall 002D,-1.93056,52.6427,25
E01010309,Walsall 036B,-2.04021,52.5668,16
E01010310,Walsall 038A,-2.04897,52.5631,8
E01010311,Walsall 036C,-2.03236,52.5635,24
E01010312,Walsall 038B,-2.04585,52.5704,8
E01010313,Walsall 038C,-2.03936,52.5604,8
E01010314,Walsall 038D,-2.05078,52.56,12
E01010315,Walsall 038E,-2.04871,52.5559,20
E01010316,Walsall 036D,-2.04365,52.5742,8
E01010317,Walsall 024A,-1.95546,52.5908,10
E01010318,Walsall 024B,-1.97739,52.5913,13
E01010319,Walsall 010A,-1.95079,52.6151,9
E01010320,Walsall 016A,-1.93877,52.6141,22
E01010321,Walsall 010B,-1.96078,52.6151,9
E01010322,Walsall 016B,-1.95235,52.6065,18
E01010323,Walsall 016C,-1.95104,52.6101,8
E01010324,Walsall 016D,-1.96157,52.6043,28
E01010325,Walsall 024C,-1.97013,52.5957,24
E01010326,Walsall 029A,-1.96209,52.5823,16
E01010327,Walsall 029B,-1.96807,52.5821,11
E01010328,Walsall 029C,-1.9539,52.5781,7
E01010329,Walsall 039A,-1.93892,52.5812,10
E01010330,Walsall 029D,-1.96754,52.5779,17
E01010331,Walsall 035A,-1.94246,52.5741,7
E01010332,Walsall 035B,-1.95729,52.5715,13
E01010333,Walsall 035C,-1.95082,52.5675,9
E01010334,Walsall 035D,-1.94319,52.5645,8
E01010335,Walsall 037A,-1.98084,52.5643,17
E01010336,Walsall 034A,-1.99146,52.5675,26
E01010337,Walsall 037B,-1.9709,52.5614,18
E01010338,Walsall 037C,-1.97631,52.5675,7
E01010339,Walsall 037D,-1.96804,52.5662,8
E01010340,Walsall 034B,-1.98523,52.576,14
E01010341,Walsall 034C,-1.9908,52.5731,8
E01010342,Walsall 034D,-1.9801,52.5728,11
E01010343,Walsall 034E,-1.98732,52.5723,5
E01010344,Walsall 034F,-1.98308,52.5691,17
E01010345,Walsall 003A,-1.96707,52.6365,11
E01010346,Walsall 003B,-1.96205,52.6356,11
E01010347,Walsall 003C,-1.97351,52.6331,11
E01010348,Walsall 005A,-1.97189,52.6275,16
E01010349,Walsall 005B,-1.96476,52.6269,12
E01010350,Walsall 003D,-1.97938,52.6339,13
E01010351,Walsall 005C,-1.96469,52.6178,5
E01010352,Walsall 005D,-1.97274,52.6232,14
E01010353,Walsall 010C,-1.95086,52.622,12
E01010354,Walsall 010D,-1.95535,52.6199,7
E01010355,Walsall 039B,-1.90169,52.5599,5
E01010356,Walsall 039C,-1.92059,52.5671,12
E01010357,Walsall 039D,-1.91943,52.5572,12
E01010358,Walsall 039E,-1.8992,52.5578,10
E01010359,Walsall 039F,-1.90662,52.5571,10
E01010360,Walsall 039G,-1.90948,52.5537,5
E01010361,Walsall 031A,-2.00229,52.5693,14
E01010362,Walsall 026C,-2.00789,52.5821,58
E01010363,Walsall 026D,-1.99545,52.5822,71
E01010364,Walsall 031B,-1.99953,52.5805,11
E01010365,Walsall 031C,-1.9993,52.5729,36
E01010366,Walsall 031D,-2.00464,52.5763,11
E01010367,Walsall 031E,-2.00968,52.5708,21
E01010368,Walsall 030A,-1.98722,52.5903,84
E01010369,Walsall 024D,-1.97384,52.5859,49
E01010370,Walsall 030B,-1.97545,52.5809,22
E01010371,Walsall 030C,-1.98376,52.5809,28
E01010372,Walsall 030D,-1.97843,52.5755,18
E01010373,Walsall 030E,-1.96995,52.573,28
E01010374,Walsall 018D,-1.98867,52.5979,22
E01010375,Walsall 018E,-1.98784,52.5943,28
E01010376,Walsall 020A,-2.04106,52.5933,12
E01010377,Walsall 020B,-2.05259,52.5969,15
E01010378,Walsall 019A,-2.0241,52.597,7
E01010379,Walsall 019B,-2.02353,52.6039,14
E01010380,Walsall 020C,-2.04845,52.6031,7
E01010381,Walsall 020D,-2.0418,52.6009,17
E01010382,Walsall 019C,-2.03174,52.6012,17
E01010383,Walsall 019D,-2.03811,52.5968,12
E01010384,Walsall 032A,-1.9019,52.5734,12
E01010385,Walsall 028A,-1.8794,52.5837,12
E01010386,Walsall 028B,-1.88798,52.5804,8
E01010387,Walsall 028C,-1.88677,52.5756,7
E01010388,Walsall 022E,-1.90062,52.5912,7
E01010389,Walsall 032B,-1.88779,52.5665,8
E01010390,Walsall 032C,-1.89871,52.5684,11
E01010391,Walsall 032D,-1.8875,52.5719,10
E01010392,Walsall 028D,-1.88719,52.59,11
E01010393,Walsall 014A,-2.04266,52.6042,9
E01010394,Walsall 014B,-2.04217,52.61,1
E01010395,Walsall 011A,-2.04726,52.61,12
E01010396,Walsall 014C,-2.03512,52.6101,11
E01010397,Walsall 011B,-2.03686,52.6158,18
E01010398,Walsall 011C,-2.04793,52.6169,8
E01010399,Walsall 011D,-2.04301,52.6162,7
E01010400,Walsall 014D,-2.03164,52.6153,7
E01010401,Walsall 025A,-2.07127,52.588,14
E01010402,Walsall 027A,-2.03485,52.5863,25
E01010403,Walsall 025B,-2.0452,52.5872,30
E01010404,Walsall 025C,-2.05966,52.5813,39
E01010405,Walsall 027B,-2.04053,52.5823,71
E01010406,Walsall 027C,-2.05205,52.5775,91
E01010407,Walsall 025D,-2.0622,52.5925,12
E01010408,Walsall 025E,-2.0527,52.5904,21
E01010409,Walsall 027D,-2.04144,52.5901,18
E01010410,Wolverhampton 033A,-2.07274,52.5597,61
E01010411,Wolverhampton 033B,-2.05668,52.5513,6
E01010412,Wolverhampton 033C,-2.06535,52.5557,23
E01010413,Wolverhampton 033D,-2.06274,52.5506,14
E01010414,Wolverhampton 027A,-2.06172,52.5654,84
E01010415,Wolverhampton 027B,-2.05708,52.572,16
E01010416,Wolverhampton 027C,-2.06774,52.5679,25
E01010417,Wolverhampton 023A,-2.08275,52.5769,17
E01010418,Wolverhampton 022A,-2.06151,52.5765,17
E01010419,Wolverhampton 023B,-2.08181,52.5723,26
E01010420,Wolverhampton 023C,-2.08942,52.5737,17
E01010421,Wolverhampton 022B,-2.06689,52.5732,13
E01010422,Wolverhampton 027D,-2.07483,52.571,56
E01010423,Wolverhampton 022C,-2.07244,52.5818,13
E01010424,Wolverhampton 022D,-2.07432,52.5776,19
E01010425,Wolverhampton 023D,-2.07787,52.58,17
E01010426,Wolverhampton 035A,-2.13456,52.5751,52
E01010427,Wolverhampton 030A,-2.12815,52.567,22
E01010428,Wolverhampton 035B,-2.12481,52.5707,15
E01010429,Wolverhampton 035C,-2.13086,52.5703,12
E01010430,Wolverhampton 035D,-2.1189,52.5667,27
E01010431,Wolverhampton 030B,-2.13382,52.5634,8
E01010432,Wolverhampton 030C,-2.12705,52.5596,19
E01010433,Wolverhampton 035E,-2.1272,52.5749,72
E01010434,Wolverhampton 001A,-2.12263,52.6181,28
E01010435,Wolverhampton 006A,-2.12541,52.6104,16
E01010436,Wolverhampton 001B,-2.12117,52.6334,20
E01010437,Wolverhampton 001C,-2.11385,52.632,8
E01010438,Wolverhampton 001D,-2.12421,52.6283,8
E01010439,Wolverhampton 001E,-2.10748,52.628,16
E01010440,Wolverhampton 001F,-2.11766,52.6257,14
E01010441,Wolverhampton 001G,-2.10967,52.6211,6
E01010442,Wolverhampton 018A,-2.10308,52.5768,34
E01010443,Wolverhampton 018B,-2.10653,52.5832,21
E01010444,Wolverhampton 018C,-2.09289,52.5895,9
E01010445,Wolverhampton 018D,-2.10117,52.589,2
E01010446,Wolverhampton 023E,-2.08252,52.5836,23
E01010447,Wolverhampton 018E,-2.09348,52.5858,16
E01010448,Wolverhampton 018F,-2.09527,52.5802,14
E01010449,Wolverhampton 029A,-2.10864,52.5658,28
E01010450,Wolverhampton 029B,-2.08693,52.5677,45
E01010451,Wolverhampton 029C,-2.08859,52.5578,50
E01010452,Wolverhampton 029D,-2.107,52.5701,20
E01010453,Wolverhampton 035F,-2.11525,52.5716,34
E01010454,Wolverhampton 035G,-2.1194,52.5758,18
E01010455,Wolverhampton 029E,-2.09762,52.5685,48
E01010456,Wolverhampton 004A,-2.10242,52.6171,5
E01010457,Wolverhampton 004B,-2.09097,52.6157,19
E01010458,Wolverhampton 008A,-2.08966,52.612,26
E01010459,Wolverhampton 008B,-2.09631,52.6117,10
E01010460,Wolverhampton 008C,-2.09991,52.6062,15
E01010461,Wolverhampton 008D,-2.0953,52.6084,9
E01010462,Wolverhampton 004C,-2.0999,52.6245,19
E01010463,Wolverhampton 020A,-2.13823,52.5767,40
E01010464,Wolverhampton 020B,-2.13921,52.5823,34
E01010465,Wolverhampton 020C,-2.14832,52.5751,9
E01010466,Wolverhampton 020D,-2.14258,52.5768,12
E01010467,Wolverhampton 026A,-2.14462,52.5718,17
E01010468,Wolverhampton 026B,-2.15238,52.5728,20
E01010469,Wolverhampton 026C,-2.15647,52.5723,13
E01010470,Wolverhampton 020E,-2.14574,52.5807,18
E01010471,Wolverhampton 015A,-2.10648,52.5963,12
E01010472,Wolverhampton 015B,-2.11407,52.5933,38
E01010473,Wolverhampton 015C,-2.10869,52.59,15
E01010474,Wolverhampton 012A,-2.08352,52.6032,12
E01010475,Wolverhampton 015D,-2.0936,52.6034,12
E01010476,Wolverhampton 015E,-2.09492,52.5979,12
E01010477,Wolverhampton 015F,-2.10338,52.5998,15
E01010478,Wolverhampton 011A,-2.11624,52.5996,11
E01010479,Wolverhampton 011B,-2.10777,52.6045,10
E01010480,Wolverhampton 011C,-2.10922,52.6018,15
E01010481,Wolverhampton 004D,-2.10661,52.6152,9
E01010482,Wolverhampton 007A,-2.11032,52.6154,13
E01010483,Wolverhampton 007B,-2.11758,52.6134,6
E01010484,Wolverhampton 007C,-2.11174,52.6109,9
E01010485,Wolverhampton 007D,-2.12008,52.6079,10
E01010486,Wolverhampton 011D,-2.11538,52.6066,10
E01010487,Wolverhampton 021A,-2.16721,52.5734,17
E01010488,Wolverhampton 021B,-2.16315,52.5719,10
E01010489,Wolverhampton 028A,-2.17574,52.57,17
E01010490,Wolverhampton 028B,-2.17011,52.5681,19
E01010491,Wolverhampton 028C,-2.17315,52.5628,12
E01010492,Wolverhampton 028D,-2.17213,52.5591,9
E01010493,Wolverhampton 021C,-2.16801,52.5773,8
E01010494,Wolverhampton 028E,-2.17739,52.5754,7
E01010495,Wolverhampton 002A,-2.13271,52.6291,16
E01010496,Wolverhampton 003A,-2.14818,52.6253,11
E01010497,Wolverhampton 002B,-2.14452,52.6275,4
E01010498,Wolverhampton 003B,-2.15255,52.6222,2
E01010499,Wolverhampton 002C,-2.13137,52.6228,5
E01010500,Wolverhampton 002D,-2.13701,52.6197,7
E01010501,Wolverhampton 006B,-2.14133,52.6139,6
E01010502,Wolverhampton 006C,-2.13536,52.6139,9
E01010503,Wolverhampton 006D,-2.13667,52.6081,6
E01010504,Wolverhampton 021D,-2.16257,52.5865,13
E01010505,Wolverhampton 021E,-2.15611,52.581,14
E01010506,Wolverhampton 017A,-2.14639,52.5863,19
E01010507,Wolverhampton 021F,-2.16956,52.5823,14
E01010508,Wolverhampton 017B,-2.13927,52.588,40
E01010509,Wolverhampton 019A,-2.17748,52.5802,4
E01010510,Wolverhampton 017C,-2.15712,52.5939,9
E01010511,Wolverhampton 017D,-2.13986,52.5915,27
E01010512,Wolverhampton 017E,-2.15032,52.5897,15
E01010513,Wolverhampton 031A,-2.15666,52.5561,20
E01010514,Wolverhampton 031B,-2.16621,52.5573,16
E01010515,Wolverhampton 031C,-2.15047,52.5575,7
E01010516,Wolverhampton 026D,-2.15766,52.5667,11
E01010517,Wolverhampton 031D,-2.1633,52.5643,9
E01010518,Wolverhampton 026E,-2.14964,52.5655,12
E01010519,Wolverhampton 030D,-2.14237,52.5667,6
E01010520,Wolverhampton 030E,-2.14408,52.5596,13
E01010521,Wolverhampton 020F,-2.12412,52.591,140
E01010522,Wolverhampton 013A,-2.13448,52.6014,39
