LSOA code,LSOA name,LSOA IMD Score_y,LONG__y,LAT_y,Crime type,0
E01010085,Sandwell 001A,31.931,-2.00806,52.5601,Burglary,20
E01009409,Birmingham 026C,43.819,-1.84918,52.5234,Burglary,20
E01010099,Sandwell 013E,31.127,-2.00761,52.5406,Burglary,20
E01009450,Birmingham 012E,14.564,-1.77528,52.55,Burglary,20
E01009045,Birmingham 097D,32.378,-1.85028,52.4397,Burglary,20
E01008991,Birmingham 064F,11.716,-1.94514,52.4683,Burglary,20
E01009656,Coventry 016B,32.971,-1.48268,52.4187,Burglary,20
E01009340,Birmingham 140B,43.259,-1.84674,52.4544,Burglary,20
E01009660,Coventry 021D,23.59,-1.47807,52.4135,Burglary,20
E01009175,Birmingham 104A,26.094,-1.88294,52.4332,Burglary,19
E01010325,Walsall 024C,23.416,-1.97013,52.5957,Burglary,19
E01010178,Solihull 013D,31.69,-1.81053,52.4398,Burglary,19
E01010030,Sandwell 007A,60.53,-2.06678,52.5414,Burglary,19
E01009072,Birmingham 075E,19.26,-1.96101,52.4568,Burglary,19
E01009155,Birmingham 125B,66.559,-2.02486,52.4052,Burglary,19
E01008997,Birmingham 074D,23.356,-1.91002,52.4619,Burglary,19
E01010264,Walsall 033C,42.508,-2.03238,52.5731,Burglary,19
E01009709,Coventry 007F,75.274,-1.45764,52.4275,Burglary,19
E01009018,Birmingham 090B,37.159,-1.83199,52.4452,Burglary,19
E01008927,Birmingham 102D,50.533,-2.01246,52.4314,Burglary,19
E01009345,Birmingham 053D,59.211,-1.93862,52.492,Burglary,19
E01009185,Birmingham 093A,20.757,-1.87549,52.4401,Burglary,19
E01009198,Birmingham 058D,52.742,-1.85722,52.4806,Burglary,19
E01009073,Birmingham 085A,59.476,-1.97756,52.4511,Burglary,19
E01010053,Sandwell 023G,47.144,-1.98872,52.5027,Burglary,19
E01010309,Walsall 036B,38.723,-2.04021,52.5668,Burglary,19
E01009801,Dudley 030D,6.029,-2.02833,52.4583,Burglary,19
E01009161,Birmingham 125F,45.276,-2.02592,52.4025,Burglary,19
E01008989,Birmingham 064D,28.452,-1.95029,52.4731,Burglary,19
E01009206,Birmingham 120B,17.665,-1.96903,52.4091,Burglary,19
E01032530,Coventry 038F,16.519,-1.47826,52.3892,Burglary,19
E01010198,Solihull 019D,3.372,-1.77209,52.4083,Burglary,19
E01010523,Wolverhampton 013B,30.352,-2.15349,52.5986,Burglary,19
E01009317,Birmingham 081C,37.422,-1.77208,52.4622,Burglary,19
E01009564,Coventry 005A,50.108,-1.49328,52.4382,Burglary,19
E01010506,Wolverhampton 017A,40.183,-2.14639,52.5863,Burglary,19
E01009718,Coventry 019E,53.06,-1.45166,52.4088,Burglary,19
E01010027,Sandwell 036D,14.672,-1.9888,52.4702,Burglary,19
E01009511,Birmingham 054F,61.073,-1.79413,52.4801,Burglary,19
E01009022,Birmingham 098B,35.39,-1.83144,52.4387,Burglary,19
E01009581,Coventry 007C,47.413,-1.4547,52.431,Burglary,19
E01010478,Wolverhampton 011A,51.39,-2.11624,52.5996,Burglary,19
E01009721,Dudley 031A,21.239,-2.15065,52.4646,Burglary,19
E01009939,Sandwell 032B,18.558,-2.00102,52.4807,Burglary,19
E01009886,Dudley 013E,50.693,-2.10878,52.5067,Burglary,19
E01010100,Sandwell 013F,26.33,-2.02027,52.5441,Burglary,19
E01009050,Birmingham 035A,42.623,-1.91162,52.5163,Burglary,19
E01009504,Birmingham 109D,22.559,-1.96066,52.432,Burglary,19
E01009506,Birmingham 109E,11.771,-1.96318,52.4258,Burglary,19
E01008947,Birmingham 122C,28.231,-1.88247,52.4085,Burglary,19
E01009640,Coventry 024E,45.687,-1.49093,52.4159,Burglary,19
E01009575,Coventry 005B,37.729,-1.49578,52.4435,Burglary,19
E01009870,Dudley 032D,14.148,-2.09264,52.4636,Burglary,19
E01009145,Birmingham 060D,26.205,-1.95164,52.4789,Burglary,19
E01009607,Coventry 004C,67.115,-1.47352,52.4362,Burglary,18
E01009624,Coventry 011B,27.798,-1.51614,52.431,Burglary,18
E01009895,Dudley 002D,20.624,-2.12718,52.5462,Burglary,18
E01009921,Sandwell 034A,25.069,-1.96932,52.4791,Burglary,18
E01010337,Walsall 037B,22.444,-1.9709,52.5614,Burglary,18
E01008953,Birmingham 107A,34.644,-1.91564,52.4249,Burglary,18
E01009059,Birmingham 035E,61.826,-1.90838,52.5095,Burglary,18
E01009598,Coventry 002D,17.819,-1.52006,52.4416,Burglary,18
E01010196,Solihull 019B,3.544,-1.80498,52.418,Burglary,18
E01009311,Birmingham 054E,55.739,-1.7918,52.4851,Burglary,18
E01009817,Dudley 012B,8.37,-2.17496,52.5071,Burglary,18
E01010449,Wolverhampton 029A,35.46,-2.10864,52.5658,Burglary,18
E01008975,Birmingham 118D,19.943,-1.9104,52.4109,Burglary,18
E01008957,Birmingham 112E,32.874,-1.92362,52.4186,Burglary,18
E01009355,Birmingham 039E,61.052,-1.92278,52.5033,Burglary,18
E01009182,Birmingham 092A,58.12,-1.89085,52.4528,Burglary,18
E01009662,Coventry 016D,34.045,-1.48249,52.4274,Burglary,18
E01010369,Walsall 024D,52.658,-1.97384,52.5859,Burglary,18
E01009097,Birmingham 029B,59.522,-1.78037,52.5179,Burglary,18
E01009364,Birmingham 071C,66.314,-1.8855,52.4689,Burglary,18
E01009580,Coventry 019A,20.564,-1.43538,52.4211,Burglary,18
E01009552,Coventry 037E,23.359,-1.50766,52.3908,Burglary,18
E01009521,Birmingham 067E,21.081,-1.80637,52.4661,Burglary,18
E01009469,Birmingham 010B,9.9,-1.86174,52.5535,Burglary,18
E01010265,Walsall 033D,40.412,-2.01979,52.5732,Burglary,18
E01009065,Birmingham 075A,22.482,-1.95224,52.4656,Burglary,18
E01009184,Birmingham 092B,29.974,-1.88953,52.4455,Burglary,18
E01009954,Sandwell 038B,33.989,-2.07566,52.4653,Burglary,18
E01010066,Sandwell 015A,51.921,-2.06393,52.5251,Burglary,18
E01009047,Birmingham 040C,59.253,-1.91077,52.5056,Burglary,18
E01009793,Dudley 030A,11.345,-2.02991,52.463,Burglary,18
E01009298,Birmingham 054D,52.592,-1.78749,52.4827,Burglary,18
E01009805,Dudley 039E,12.101,-2.04409,52.4494,Burglary,18
E01010108,Solihull 017A,5.813,-1.69769,52.4145,Burglary,18
E01033645,Birmingham 088E,47.045,-1.89818,52.4559,Burglary,18
E01009593,Coventry 002C,20.539,-1.51551,52.4475,Burglary,18
E01010025,Sandwell 037D,39.443,-2.0087,52.4725,Burglary,18
E01009931,Sandwell 033C,15.689,-2.05076,52.4781,Burglary,18
E01009053,Birmingham 033B,53.905,-1.8884,52.5124,Burglary,18
E01010158,Solihull 012C,40.413,-1.78902,52.4469,Burglary,18
E01009278,Birmingham 133D,16.01,-1.92549,52.5248,Burglary,18
E01010430,Wolverhampton 035D,43.265,-2.1189,52.5667,Burglary,18
E01009015,Birmingham 089G,31.911,-1.81965,52.4443,Burglary,18
E01009949,Sandwell 039C,12.686,-1.96018,52.5457,Burglary,18
E01009205,Birmingham 120A,25.035,-1.95274,52.4115,Burglary,18
E01009782,Dudley 008B,35.855,-2.13231,52.5256,Burglary,17
E01008899,Birmingham 037A,64.848,-1.87152,52.5079,Burglary,17
E01008896,Birmingham 066B,54.214,-1.81893,52.4724,Burglary,17
E01008932,Birmingham 111A,49.568,-1.87458,52.4297,Burglary,17
E01009980,Sandwell 016D,36.968,-2.0421,52.525,Burglary,17
E01009000,Birmingham 031C,54.211,-1.84656,52.5183,Burglary,17
E01009734,Dudley 034A,22.281,-2.04973,52.4552,Burglary,17
E01008974,Birmingham 118C,20.684,-1.89696,52.4136,Burglary,17
E01009124,Birmingham 022B,68.387,-1.8762,52.5303,Burglary,17
E01009509,Birmingham 056D,39.489,-1.81351,52.4807,Burglary,17
E01009390,Birmingham 093C,42.532,-1.87683,52.4466,Burglary,17
E01009994,Sandwell 010B,42.974,-1.98818,52.5474,Burglary,17
E01009125,Birmingham 022C,46.072,-1.87292,52.5251,Burglary,17
E01010134,Solihull 011C,10.328,-1.77255,52.4481,Burglary,17
E01009216,Birmingham 131D,29.53,-1.96263,52.3944,Burglary,17
E01009093,Birmingham 054B,59.466,-1.79197,52.4889,Burglary,17
E01033641,Birmingham 140G,41.614,-1.85434,52.4481,Burglary,17
E01009367,Birmingham 083A,67.159,-1.88067,52.4609,Burglary,17
E01009174,Birmingham 119C,49.307,-2.00328,52.4078,Burglary,17
E01009790,Dudley 007D,37.384,-2.11354,52.5246,Burglary,17
E01009957,Sandwell 038C,53.031,-2.07438,52.471,Burglary,17
E01009768,Dudley 004C,32.765,-2.09055,52.54,Burglary,17
E01009559,Coventry 034F,10.011,-1.52426,52.3926,Burglary,17
E01009087,Birmingham 042C,28.985,-1.80064,52.4994,Burglary,17
E01010082,Sandwell 022E,17.958,-2.0464,52.5073,Burglary,17
E01010111,Solihull 008A,52.193,-1.73822,52.4748,Burglary,17
E01009451,Birmingham 009B,19.902,-1.81583,52.5595,Burglary,17
E01009947,Sandwell 017A,27.808,-1.98031,52.5294,Burglary,17
E01008921,Birmingham 094C,35.266,-2.0107,52.4461,Burglary,17
E01009013,Birmingham 031D,52.593,-1.83937,52.5197,Burglary,17
E01010495,Wolverhampton 002A,29.868,-2.13271,52.6291,Burglary,17
E01010119,Solihull 003B,8.817,-1.7618,52.5063,Burglary,17
E01009086,Birmingham 044B,30.943,-1.8241,52.4999,Burglary,17
E01010087,Sandwell 001C,37.57,-2.01284,52.5651,Burglary,17
E01010167,Solihull 017D,21.014,-1.69148,52.3791,Burglary,17
E01009841,Dudley 017E,52.601,-2.10734,52.4947,Burglary,17
E01009019,Birmingham 103A,56.833,-1.8219,52.4366,Burglary,17
E01009361,Birmingham 047E,55.041,-1.94148,52.496,Burglary,17
E01010026,Sandwell 036C,21.971,-1.99674,52.4718,Burglary,17
E01009924,Sandwell 034C,17.09,-1.97501,52.4745,Burglary,17
E01009574,Coventry 015F,54.621,-1.50606,52.4159,Burglary,17
E01009501,Birmingham 101B,49.56,-1.97011,52.4369,Burglary,17
E01009418,Birmingham 001B,19.086,-1.8376,52.6023,Burglary,17
E01010105,Sandwell 017F,29.058,-1.97752,52.5194,Burglary,17
E01010407,Walsall 025D,34.767,-2.0622,52.5925,Burglary,17
E01009950,Sandwell 039D,31.021,-1.98093,52.5436,Burglary,17
E01009023,Birmingham 098C,21.331,-1.83284,52.4337,Burglary,17
E01009442,Birmingham 021C,14.197,-1.79305,52.5302,Burglary,17
E01010511,Wolverhampton 017D,42.114,-2.13986,52.5915,Burglary,17
E01009604,Coventry 004A,30.169,-1.47976,52.4443,Burglary,17
E01010508,Wolverhampton 017B,42.559,-2.13927,52.588,Burglary,17
E01009321,Birmingham 069C,65.701,-1.76823,52.4692,Burglary,17
E01009938,Sandwell 031A,31.089,-1.98501,52.481,Burglary,17
E01009201,Birmingham 043A,53.898,-1.86496,52.4981,Burglary,17
E01010503,Wolverhampton 006D,41.413,-2.13667,52.6081,Burglary,17
E01010416,Wolverhampton 027C,64.145,-2.06774,52.5679,Burglary,17
E01010018,Sandwell 021C,27.509,-2.02462,52.5022,Burglary,17
E01009194,Birmingham 051A,42.955,-1.84979,52.4859,Burglary,17
E01009308,Birmingham 046C,46.196,-1.76187,52.4941,Burglary,17
E01010452,Wolverhampton 029D,38.901,-2.107,52.5701,Burglary,17
E01008976,Birmingham 121A,45.625,-1.8891,52.4112,Burglary,16
E01010073,Sandwell 021E,33.816,-2.03721,52.5146,Burglary,16
E01009558,Coventry 034E,14.035,-1.52492,52.3995,Burglary,16
E01033637,Birmingham 041G,58.484,-1.89219,52.5007,Burglary,16
E01009057,Birmingham 035D,51.11,-1.91388,52.5104,Burglary,16
E01009795,Dudley 026C,33.563,-2.03542,52.4709,Burglary,16
E01009943,Sandwell 031B,43.244,-1.9866,52.4869,Burglary,16
E01009232,Birmingham 022D,31.692,-1.8845,52.5289,Burglary,16
E01009569,Coventry 015A,45.33,-1.49027,52.4291,Burglary,16
E01008996,Birmingham 074C,45.816,-1.89823,52.4629,Burglary,16
E01009159,Birmingham 130A,23.431,-2.00907,52.3982,Burglary,16
E01009557,Coventry 034D,7.271,-1.53655,52.3922,Burglary,16
E01010249,Walsall 004A,29.477,-1.9401,52.6299,Burglary,16
E01010320,Walsall 016A,32.54,-1.93877,52.6141,Burglary,16
E01010307,Walsall 001D,9.755,-1.94935,52.6377,Burglary,16
E01010115,Solihull 015A,17.808,-1.73102,52.416,Burglary,16
E01010485,Wolverhampton 007D,50.121,-2.12008,52.6079,Burglary,16
E01009576,Coventry 008A,23.773,-1.44958,52.4353,Burglary,16
E01009859,Dudley 040D,3.36,-2.13136,52.4455,Burglary,16
E01009803,Dudley 036C,3.951,-2.02431,52.4513,Burglary,16
E01010550,Wolverhampton 019B,5.891,-2.19568,52.5837,Burglary,16
E01010016,Sandwell 021B,34.59,-2.05053,52.5123,Burglary,16
E01010180,Solihull 029A,5.979,-1.81862,52.3796,Burglary,16
E01009494,Birmingham 109A,57.941,-1.96984,52.427,Burglary,16
E01008923,Birmingham 102B,55.858,-2.00587,52.4363,Burglary,16
E01008944,Birmingham 115D,43.49,-1.85525,52.412,Burglary,16
E01009253,Birmingham 080D,20.238,-2.00215,52.4584,Burglary,16
E01009733,Dudley 039B,53.738,-2.05421,52.448,Burglary,16
E01009160,Birmingham 125E,71.69,-2.01874,52.3982,Burglary,16
E01009090,Birmingham 042E,33.702,-1.81327,52.4921,Burglary,16
E01009582,Coventry 008C,18.51,-1.44401,52.4303,Burglary,16
E01009940,Sandwell 032C,34.998,-1.99811,52.4752,Burglary,16
E01009254,Birmingham 085C,42.145,-1.97887,52.4611,Burglary,16
E01009969,Sandwell 002A,34.412,-1.96297,52.5535,Burglary,16
E01009584,Coventry 007D,35.464,-1.45566,52.4468,Burglary,16
E01009162,Birmingham 124A,29.026,-1.9876,52.4026,Burglary,16
E01009219,Birmingham 120E,34.897,-1.96863,52.4137,Burglary,16
E01033621,Birmingham 035G,46.511,-1.90357,52.5122,Burglary,16
E01009916,Dudley 021F,18.719,-2.16587,52.4803,Burglary,16
E01010065,Sandwell 026F,31.117,-1.95213,52.4869,Burglary,16
E01010189,Solihull 029E,4.001,-1.77972,52.3552,Burglary,16
E01010396,Walsall 014C,32.755,-2.03512,52.6101,Burglary,16
E01009828,Dudley 019D,16.657,-2.14911,52.4916,Burglary,16
E01009472,Birmingham 010D,10.745,-1.85061,52.5463,Burglary,16
E01009934,Sandwell 027A,39.43,-2.02861,52.4929,Burglary,16
E01009443,Birmingham 021D,15.365,-1.78481,52.5308,Burglary,16
E01009024,Birmingham 103D,48.019,-1.82685,52.432,Burglary,16
E01010023,Sandwell 037C,21.093,-1.99968,52.4659,Burglary,16
E01009011,Birmingham 028B,24.675,-1.82179,52.5208,Burglary,16
E01009082,Birmingham 044A,38.026,-1.82374,52.5034,Burglary,16
E01009067,Birmingham 075B,13.315,-1.96046,52.4614,Burglary,16
E01010147,Solihull 005B,54.083,-1.75105,52.4905,Burglary,16
E01010450,Wolverhampton 029B,55.326,-2.08693,52.5677,Burglary,16
E01009006,Birmingham 023C,34.044,-1.84248,52.5314,Burglary,16
E01010400,Walsall 014D,46.509,-2.03164,52.6153,Burglary,16
E01010295,Walsall 017D,56.657,-2.00222,52.6096,Burglary,16
E01009211,Birmingham 120C,18.054,-1.95738,52.4055,Burglary,16
E01010070,Sandwell 015D,32.852,-2.06784,52.5209,Burglary,16
E01032888,Walsall 018F,59.497,-1.97422,52.6064,Burglary,16
E01008890,Birmingham 089A,31.328,-1.82063,52.455,Burglary,16
E01009487,Birmingham 044F,40.622,-1.82715,52.4908,Burglary,16
E01010135,Solihull 011D,18.915,-1.77932,52.4386,Burglary,16
E01009773,Dudley 002A,30.112,-2.11821,52.5443,Burglary,16
E01009626,Coventry 011D,26.83,-1.5108,52.4305,Burglary,15
E01010104,Sandwell 017E,36.542,-1.98593,52.5221,Burglary,15
E01010316,Walsall 036D,56.359,-2.04365,52.5742,Burglary,15
E01009030,Birmingham 098D,25.194,-1.84097,52.4358,Burglary,15
E01009441,Birmingham 021B,33.029,-1.75357,52.5243,Burglary,15
E01009444,Birmingham 006D,4.952,-1.80535,52.5736,Burglary,15
E01010092,Sandwell 003E,33.254,-2.00545,52.5537,Burglary,15
E01009079,Birmingham 038A,61.275,-1.81698,52.5066,Burglary,15
E01009389,Birmingham 093B,35.706,-1.87102,52.4488,Burglary,15
E01009406,Birmingham 020D,47.428,-1.8577,52.5322,Burglary,15
E01008888,Birmingham 076C,22.717,-1.80376,52.4582,Burglary,15
E01010312,Walsall 038B,38.656,-2.04585,52.5704,Burglary,15
E01009433,Birmingham 001D,5.935,-1.84502,52.6012,Burglary,15
E01009297,Birmingham 057A,50.479,-1.76668,52.4864,Burglary,15
E01009242,Birmingham 024E,28.542,-1.90872,52.5218,Burglary,15
E01010004,Sandwell 027D,42.056,-2.02357,52.4899,Burglary,15
E01010553,Wolverhampton 014E,12.324,-2.18473,52.5979,Burglary,15
E01009885,Dudley 011D,41.295,-2.09836,52.5062,Burglary,15
E01010228,Solihull 015D,13.34,-1.77342,52.4321,Burglary,15
E01009519,Birmingham 072C,21.318,-1.79523,52.469,Burglary,15
E01010213,Solihull 022E,20.623,-1.81318,52.395,Burglary,15
E01009520,Birmingham 072D,18.463,-1.80138,52.4657,Burglary,15
E01009044,Birmingham 097C,34.928,-1.85576,52.441,Burglary,15
E01010001,Sandwell 037A,39.471,-2.01607,52.4782,Burglary,15
E01009946,Sandwell 039A,20.972,-1.98397,52.535,Burglary,15
E01009944,Sandwell 031C,37.633,-1.98881,52.4855,Burglary,15
E01009505,Birmingham 101E,44.598,-1.97366,52.4295,Burglary,15
E01010565,Wolverhampton 012D,9.932,-2.06516,52.5996,Burglary,15
E01010428,Wolverhampton 035B,38.045,-2.12481,52.5707,Burglary,15
E01010242,Walsall 015B,34.523,-1.91961,52.6166,Burglary,15
E01009591,Coventry 002B,19.228,-1.51934,52.4498,Burglary,15
E01010238,Solihull 004D,53.106,-1.73877,52.4949,Burglary,15
E01009130,Birmingham 011C,60.911,-1.87568,52.5494,Burglary,15
E01010435,Wolverhampton 006A,51.154,-2.12541,52.6104,Burglary,15
E01010233,Solihull 016F,16.277,-1.76841,52.4226,Burglary,15
E01010563,Wolverhampton 010D,36.693,-2.05904,52.6055,Burglary,15
E01010236,Solihull 002B,42.44,-1.75324,52.5062,Burglary,15
E01010548,Wolverhampton 014C,20.87,-2.17712,52.5933,Burglary,15
E01008982,Birmingham 079A,20.68,-1.91039,52.4554,Burglary,15
E01009187,Birmingham 092C,21.665,-1.88408,52.4431,Burglary,15
E01009973,Sandwell 002D,19.304,-1.967,52.5551,Burglary,15
E01009163,Birmingham 129B,43.091,-1.9897,52.389,Burglary,15
E01009878,Dudley 025E,16.849,-2.08845,52.477,Burglary,15
E01010525,Wolverhampton 013D,40.494,-2.14126,52.5981,Burglary,15
E01009035,Birmingham 108C,25.035,-1.83703,52.4272,Burglary,15
E01009991,Sandwell 010A,36.081,-1.99669,52.5336,Burglary,15
E01009042,Birmingham 132D,18.483,-1.84656,52.4125,Burglary,15
E01009014,Birmingham 090A,38.311,-1.84173,52.4444,Burglary,15
E01008965,Birmingham 107D,21.124,-1.9125,52.4289,Burglary,15
E01010157,Solihull 010A,15.737,-1.80348,52.4495,Burglary,15
E01009217,Birmingham 131E,14.527,-1.95695,52.3925,Burglary,15
E01008951,Birmingham 112A,20.834,-1.93602,52.4266,Burglary,15
E01010545,Wolverhampton 009E,13.381,-2.15389,52.6059,Burglary,15
E01009532,Coventry 033A,12.498,-1.44307,52.4,Burglary,15
E01009867,Dudley 025D,27.029,-2.10944,52.4665,Burglary,15
E01008917,Birmingham 102A,20.608,-2.00767,52.4414,Burglary,15
E01010124,Solihull 003D,11.351,-1.76855,52.5034,Burglary,15
E01009611,Coventry 035E,39.624,-1.46644,52.3988,Burglary,15
E01010054,Sandwell 028A,61.024,-1.97317,52.4939,Burglary,15
E01010058,Sandwell 031E,46.256,-1.97565,52.4846,Burglary,15
E01009350,Birmingham 039B,46.609,-1.93371,52.507,Burglary,15
E01008971,Birmingham 117D,23.515,-1.89082,52.4183,Burglary,15
E01008891,Birmingham 089B,24.206,-1.80799,52.4517,Burglary,15
E01009843,Dudley 018C,21.27,-2.07637,52.4898,Burglary,15
E01010113,Solihull 009D,27.316,-1.75121,52.472,Burglary,15
E01009893,Dudley 010C,52.565,-2.06771,52.5102,Burglary,15
E01010362,Walsall 026C,42.451,-2.00789,52.5821,Burglary,15
E01010076,Sandwell 015F,48.385,-2.06094,52.5302,Burglary,15
E01010069,Sandwell 016E,21.098,-2.04235,52.5193,Burglary,15
E01009026,Birmingham 090C,57.483,-1.84078,52.4501,Burglary,15
E01033557,Birmingham 134B,20.868,-1.9087,52.4757,Burglary,15
E01008943,Birmingham 117B,42.708,-1.87832,52.4134,Burglary,15
E01009099,Birmingham 029C,66.836,-1.78973,52.5198,Burglary,15
E01033559,Birmingham 049E,20.4,-1.91121,52.4902,Burglary,15
E01009305,Birmingham 045C,63.723,-1.78895,52.4982,Burglary,15
E01010131,Solihull 008F,53.649,-1.73113,52.4728,Burglary,15
E01009121,Birmingham 014A,47.682,-1.86543,52.5358,Burglary,15
E01009307,Birmingham 045D,54.64,-1.78276,52.4987,Burglary,15
E01008916,Birmingham 037E,63.81,-1.88303,52.5104,Burglary,15
E01009303,Birmingham 057E,46.272,-1.76862,52.4759,Burglary,15
E01008945,Birmingham 122A,33.14,-1.86994,52.4122,Burglary,15
E01033648,Birmingham 084F,55.778,-1.87907,52.4516,Burglary,14
E01010261,Walsall 033A,42.361,-2.02325,52.5808,Burglary,14
E01009616,Coventry 027B,19.917,-1.47507,52.4093,Burglary,14
E01010118,Solihull 001A,17.92,-1.7792,52.5089,Burglary,14
E01009555,Coventry 034B,9.302,-1.54994,52.3961,Burglary,14
E01009556,Coventry 034C,17.5,-1.53304,52.3965,Burglary,14
E01010175,Solihull 013B,6.427,-1.81083,52.4316,Burglary,14
E01008931,Birmingham 094D,51.975,-1.9936,52.4464,Burglary,14
E01008960,Birmingham 116B,18.062,-1.93199,52.4181,Burglary,14
E01010142,Solihull 007B,64.431,-1.75389,52.4831,Burglary,14
E01009524,Coventry 006A,29,-1.53362,52.4408,Burglary,14
E01009888,Dudley 015B,21.497,-2.0693,52.5016,Burglary,14
E01033630,Birmingham 031H,35.182,-1.85212,52.5218,Burglary,14
E01008935,Birmingham 111B,60.175,-1.87358,52.4244,Burglary,14
E01010255,Walsall 007C,9.936,-1.90448,52.6193,Burglary,14
E01009605,Coventry 004B,48.894,-1.47291,52.4432,Burglary,14
E01010206,Solihull 018F,9.244,-1.82365,52.4143,Burglary,14
E01010300,Walsall 009E,49.752,-2.01936,52.6203,Burglary,14
E01010160,Solihull 012D,19.492,-1.79311,52.4438,Burglary,14
E01009500,Birmingham 095E,64.062,-1.97271,52.443,Burglary,14
E01009040,Birmingham 132B,15.415,-1.84975,52.4211,Burglary,14
E01010273,Walsall 017C,54.172,-2.0144,52.6071,Burglary,14
E01010112,Solihull 009C,28.046,-1.73472,52.472,Burglary,14
E01010159,Solihull 010B,22.328,-1.78601,52.4505,Burglary,14
E01009483,Birmingham 051B,56.821,-1.85972,52.4936,Burglary,14
E01009577,Coventry 007A,70.862,-1.46342,52.4371,Burglary,14
E01010235,Solihull 002A,48.544,-1.75032,52.5047,Burglary,14
E01008977,Birmingham 123A,36.782,-1.91704,52.414,Burglary,14
E01010531,Wolverhampton 034A,35.375,-2.09693,52.5501,Burglary,14
E01009831,Dudley 037A,34.102,-2.11334,52.4474,Burglary,14
E01009724,Dudley 028C,5.966,-2.12993,52.4648,Burglary,14
E01009131,Birmingham 011D,60.21,-1.88163,52.5487,Burglary,14
E01009933,Sandwell 035A,33.844,-2.05078,52.4709,Burglary,14
E01009129,Birmingham 014C,68.125,-1.86926,52.5478,Burglary,14
E01009823,Dudley 016C,8.72,-2.14914,52.4972,Burglary,14
E01009295,Birmingham 099D,20.154,-1.94621,52.4381,Burglary,14
E01010421,Wolverhampton 022B,51.231,-2.06689,52.5732,Burglary,14
E01009329,Birmingham 070A,50.75,-1.85449,52.4699,Burglary,14
E01010059,Sandwell 026A,38.017,-1.95883,52.4842,Burglary,14
E01009351,Birmingham 036E,45.113,-1.95215,52.5054,Burglary,14
E01010060,Sandwell 028E,45.259,-1.96634,52.4842,Burglary,14
E01009112,Birmingham 127C,29.948,-1.95337,52.3966,Burglary,14
E01009686,Coventry 026D,9.571,-1.55169,52.4036,Burglary,14
E01010381,Walsall 020D,35.531,-2.0418,52.6009,Burglary,14
E01010377,Walsall 020B,26.268,-2.05259,52.5969,Burglary,14
E01009975,Sandwell 006D,15.309,-1.9282,52.5498,Burglary,14
E01009158,Birmingham 129A,44.97,-1.99451,52.4015,Burglary,14
E01009989,Sandwell 019C,34.02,-2.00705,52.5108,Burglary,14
E01009781,Dudley 007A,26.613,-2.1213,52.5216,Burglary,14
E01008897,Birmingham 067B,36.083,-1.81238,52.472,Burglary,14
E01009960,Sandwell 003A,36.495,-1.99785,52.5573,Burglary,14
E01009792,Dudley 026B,29.504,-2.04147,52.4706,Burglary,14
E01008898,Birmingham 066C,47.742,-1.82324,52.4696,Burglary,14
E01010524,Wolverhampton 013C,44.93,-2.14685,52.5988,Burglary,14
E01009942,Sandwell 032E,39.486,-1.99718,52.4837,Burglary,14
E01010459,Wolverhampton 008B,25.727,-2.09631,52.6117,Burglary,14
E01009251,Birmingham 080C,15.845,-1.99736,52.4622,Burglary,14
E01009136,Birmingham 014E,51.093,-1.86418,52.5411,Burglary,14
E01009810,Dudley 043C,12.708,-2.06832,52.4363,Burglary,14
E01009993,Sandwell 017C,50.837,-1.99284,52.5292,Burglary,14
E01010473,Wolverhampton 015C,47.407,-2.10869,52.59,Burglary,14
E01009808,Dudley 043B,5.25,-2.08507,52.4454,Burglary,14
E01009745,Dudley 023E,19.342,-2.15015,52.4737,Burglary,14
E01009634,Coventry 028B,18.781,-1.49617,52.4,Burglary,14
E01010336,Walsall 034A,33.256,-1.99146,52.5675,Burglary,14
E01009898,Dudley 003C,10.033,-2.12615,52.5341,Burglary,14
E01010101,Sandwell 020B,40.965,-1.96655,52.5167,Burglary,14
E01010319,Walsall 010A,7.502,-1.95079,52.6151,Burglary,14
E01009845,Dudley 041A,4.022,-2.14924,52.4337,Burglary,14
E01009088,Birmingham 045A,35.678,-1.79667,52.4978,Burglary,14
E01009094,Birmingham 054C,53.261,-1.79871,52.4859,Burglary,14
E01010413,Wolverhampton 033D,49.847,-2.06274,52.5506,Burglary,13
E01010156,Solihull 026F,2.672,-1.75255,52.3927,Burglary,13
E01009806,Dudley 039F,9.744,-2.04833,52.445,Burglary,13
E01010091,Sandwell 005B,37.907,-2.01686,52.5546,Burglary,13
E01010209,Solihull 022D,12.83,-1.80716,52.3994,Burglary,13
E01010293,Walsall 009B,39.452,-2.013,52.6211,Burglary,13
E01009415,Birmingham 002A,6.04,-1.83286,52.5948,Burglary,13
E01009489,Birmingham 051D,51.416,-1.84998,52.4906,Burglary,13
E01008905,Birmingham 040A,53.928,-1.91231,52.5013,Burglary,13
E01010052,Sandwell 023F,43.268,-1.96683,52.506,Burglary,13
E01010497,Wolverhampton 002B,7.483,-2.14452,52.6275,Burglary,13
E01009479,Birmingham 048B,54.069,-1.84886,52.4984,Burglary,13
E01010542,Wolverhampton 009C,17.146,-2.15206,52.6127,Burglary,13
E01032536,Coventry 001F,27.154,-1.47407,52.4538,Burglary,13
E01010129,Solihull 006B,53.819,-1.74387,52.4765,Burglary,13
E01009599,Coventry 013A,31.203,-1.46928,52.43,Burglary,13
E01009310,Birmingham 046D,56.875,-1.76682,52.4964,Burglary,13
