OBJECTID,WD21CD,WD21NM,WD21NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,SHAPE_Length,SHAPE_Area
2449,E05007307,Worplesdon, ,496096,152279,-0.62413001,51.26157,{B26B98BF-B608-4ECA-B7B8-79A34B845384},27347.99778,17948639.79
2450,E05007308,Ashtead Common, ,517952,159366,-0.30868,51.321171,{7D1910BD-4B63-47FD-9572-73020EBF5E6F},9420.669743,4403154.652
2451,E05007309,Ashtead Park, ,519034,157711,-0.29372001,51.306068,{CE168EAD-D21C-4DF2-869E-27B443A258DB},10202.7954,5197456.305
2452,E05007310,Ashtead Village, ,518087,158195,-0.30713999,51.310619,{E59A9F88-BBA2-4A45-B2DC-75B180229D44},6711.95486,1981895.39
2453,E05007311,Beare Green, ,517833,143665,-0.31555,51.18008,{F1551516-5F2E-4983-BB0C-95B0D46546D9},17986.91734,7450368.225
2454,E05007312,Bookham North, ,513057,155629,-0.38008001,51.288582,{05986108-C265-459F-9DD5-F82FC365C8B0},10535.68159,4336703.818
2455,E05007313,Bookham South, ,513775,153360,-0.37051001,51.26804,{64DE1372-6474-42B8-9DF7-5DDF2784F7ED},13372.09358,6727166.172
2456,E05007314,Box Hill and Headley, ,519244,154266,-0.29185,51.27507,{D553FFE7-18A8-452A-8A39-7A7A2BB2C0BB},16935.75997,10301354.8
2457,E05007315,"Brockham, Betchworth and Buckland", ,520561,149543,-0.27456999,51.232342,{172CA40A-E44A-4036-9AFC-AF187D028BEB},27811.66272,22307109.29
2458,E05007316,"Capel, Leigh and Newdigate", ,520502,142653,-0.27772999,51.170422,{5F7D5161-6C93-4BF3-B8B1-645C734CFC46},46276.21426,45511207.02
2459,E05007317,Charlwood, ,524460,141997,-0.22137,51.163681,{CECDEA6F-8B92-4C71-803E-8FF112702BB3},22545.23275,14555922.2
2460,E05007318,Dorking North, ,516396,149960,-0.33407,51.23695,{431FA96C-5B69-409F-BB88-89C8389B726A},8576.914308,2549032.376
2461,E05007319,Dorking South, ,516936,148905,-0.32668,51.22736,{0FE3B8C8-9AA7-403B-A141-FFB39DC13003},12060.26767,4012695.73
2462,E05007320,Fetcham East, ,515383,155321,-0.34683999,51.285339,{640E2E50-E43E-4695-AB41-8359C7C5DC65},11905.99072,4282160.464
2463,E05007321,Fetcham West, ,513569,156903,-0.37233999,51.299931,{0509F767-56CD-4CA1-BFAA-9665A2814DEF},16262.83873,5429068.492
2464,E05007322,Holmwoods, ,517442,146542,-0.32021001,51.20602,{B659AF33-E396-4CB4-93C5-DF44D7D2675A},19182.36437,13246973.91
2465,E05007323,Leatherhead North, ,515844,158129,-0.33932,51.31049,{033635A9-861D-478A-B8CE-507C8E1D5455},12832.99266,6171447.782
2466,E05007324,Leatherhead South, ,517827,155597,-0.31172001,51.287319,{8F32FB2E-A775-407D-9178-26B99992EA68},11263.67872,6368776.946
2467,E05007325,Leith Hill, ,512809,144853,-0.38703001,51.191769,{12D81F4A-8246-459E-B88E-4650A148F89A},46540.73533,43657749.43
2468,E05007326,"Mickleham, Westhumble and Pixham", ,516699,152397,-0.32892999,51.258789,{6229451E-4ED5-408A-BBE9-9584272D01CE},21311.6285,11186088.13
2469,E05007327,Okewood, ,513722,139235,-0.37573999,51.14109,{74189AE9-91F2-4FA1-B805-739E928D9764},30559.6956,28866085.97
2470,E05007328,Westcott, ,514305,147780,-0.36469999,51.217781,{64D05D37-FD96-4FC3-9DAB-2E4B2FBA5133},14534.92407,9778535.416
2471,E05007362,Ashford Common, ,508613,170808,-0.43915999,51.42588,{ED5356F3-59D7-4C7A-829E-DB1DCF57D0B9},5480.000854,1538492.136
2472,E05007363,Ashford East, ,507419,171350,-0.45616001,51.430981,{9D706340-511F-485E-92C1-BCF1AB9D5301},8456.668082,1906836.316
2473,E05007364,Ashford North and Stanwell South, ,506420,172982,-0.47003999,51.445831,{4BA3CEB1-ACC0-48CA-9B96-B8697CA4A9CC},7811.525251,2516486.188
2474,E05007365,Ashford Town, ,505984,171506,-0.47674999,51.432652,{E639F08B-C185-4821-A887-D917BF644347},6114.938264,1542287.544
2475,E05007366,Halliford and Sunbury West, ,509371,168758,-0.42888999,51.40731,{3DE02FD1-0F45-4F29-AE51-9AB62E9AECB9},8946.497226,3542862.627
2476,E05007367,Laleham and Shepperton Green, ,506801,169013,-0.46575001,51.410091,{DE32C772-BA9F-4A54-BAD2-6205E6862834},13502.79666,10703212.01
2477,E05007368,Riverside and Laleham, ,504693,170142,-0.49572,51.420631,{6D90DC56-1341-4EE7-A718-1F4A4ED5D2AF},9397.613524,2166679.811
2478,E05007369,Shepperton Town, ,507507,166914,-0.45624,51.39109,{F3BC4867-C87E-4FEB-8CA2-254636B06D35},16190.50862,5399717.808
2479,E05007370,Staines, ,503038,173195,-0.51862001,51.448372,{0C2E77CE-23F4-45E9-87F4-A97730E1977B},20164.47991,7487749.721
2480,E05007371,Staines South, ,505430,170781,-0.48493001,51.426239,{62C217EF-E4A8-408A-B7A3-EE28BAEFCE1F},7173.339826,1311178.371
2481,E05007372,Stanwell North, ,504900,173751,-0.49167001,51.45303,{C49917D1-FBD3-4331-AE83-48EC8C3E1B1B},16255.80768,7645243.14
2482,E05007373,Sunbury Common, ,510005,170817,-0.41914001,51.42569,{A4EF61B0-F90B-4C9A-BCAA-F32D4DAEFF33},6148.213083,1743280.743
2483,E05007374,Sunbury East, ,511051,169472,-0.40452,51.413399,{6F221664-66AC-4C95-B0B0-D7D7590C91B4},9744.697966,3657336.25
2484,E05007391,Chaldon, ,531777,155027,-0.112,51.279148,{E6DBFAEB-921F-4E59-B7B9-8983F83F3557},9772.692606,4718997.347
2485,E05007392,Dormansland and Felcourt, ,540631,142809,0.010074,51.16724,{B6F3EF67-D491-48A2-896A-0B41CCD94524},28502.61521,30771173.61
2486,E05007393,Felbridge, ,536106,141027,-0.055270001,51.152321,{74C00A63-4F55-422E-BA7B-DDBF587E439D},14468.30255,8485214.479
2487,E05007394,Godstone, ,535924,148837,-0.054919999,51.222549,{80D463EE-1E58-4E08-AB15-9CB5F9C5A311},25628.98264,18068311.19
2488,E05007395,Harestone, ,534261,154310,-0.076669998,51.272121,{BA4692D4-5CF4-4E40-9837-25D9A03280ED},9837.068967,4622510.989
2489,E05007396,Limpsfield, ,541105,150787,0.019982001,51.238811,{F368A72E-DA79-4688-B65D-6C3DC1B5482E},27926.25685,18545995.93
2490,E05007397,Lingfield and Crowhurst, ,539489,147094,-0.00458,51.20602,{904F481C-D878-4EEF-A7D5-C24C3D7C0A61},22692.77866,14850315.54
2491,E05007398,Oxted North and Tandridge, ,538076,150977,-0.0233,51.241261,{93100B26-E840-4B74-A56D-E4E79E5C13EA},29826.85987,17712681.29
2492,E05007399,Oxted South, ,539520,150175,-0.00294,51.2337,{C09BCB6E-DC7C-4D8D-BBD5-449F1815A36D},13032.91678,8415296.031
2493,E05007400,Portley, ,533177,156944,-0.091219999,51.296051,{AF532193-D194-4E94-9732-3783EBBEDF04},6079.890626,1267862.283
2494,E05007401,Queens Park, ,533310,155620,-0.089809999,51.284119,{6E9D3519-D6D3-41E1-B8C3-6A9C0722B030},6121.822051,1409857.116
2495,E05007402,Tatsfield and Titsey, ,540788,155870,0.017444,51.284569,{21AC5EB5-7201-421C-A6C1-03EB952F9D06},18605.66359,13362268.36
2496,E05007403,Valley, ,534335,156264,-0.074879996,51.289669,{17B55E28-39CE-417B-B25E-17486AB0B5AE},5532.001721,1267139.805
2497,E05007404,Warlingham East and Chelsham and Farleigh, ,537692,159025,-0.025699999,51.313679,{FD03DF2D-B7B2-4DB7-A0FE-D2F036C297EF},21147.27796,18063324.06
2498,E05007405,Warlingham West, ,534778,158475,-0.06769,51.309429,{9643C8DC-A44B-43E3-8EDD-D69E665D2563},9726.373789,2853497.667
2499,E05007406,Westway, ,532236,156429,-0.1049,51.291641,{680B606F-6504-4893-8E3A-9391BABF6F0D},5223.604021,839245.0574
2500,E05007407,Whyteleafe, ,534331,157398,-0.074510001,51.299858,{D2885C3C-CC8E-4E24-AED1-F8D9B867CFA7},10668.54504,2171384.936
2501,E05007408,Woldingham, ,536347,155547,-0.046319999,51.282749,{F6CB56D5-7A56-454A-9578-9268C8375B92},15870.14946,10876264.71
2502,E05007409,Bletchingley and Nutfield, ,531966,151101,-0.11074,51.24382,{FA9693EE-CE31-4457-B83B-1050EC69A7AB},33890.01113,33424752.33
2503,E05007410,"Burstow, Horne and Outwood", ,533580,143710,-0.090369999,51.177021,{77FC88A5-3273-4D76-AAD5-16A87920E26C},35408.61018,36468477.04
2504,E05007411,"Alfold, Cranleigh Rural and Ellens Green", ,508704,136300,-0.44832999,51.115681,{C32C81B0-9175-4C1B-AC9E-86677008FDD7},45810.88328,31389859.01
2505,E05007412,Blackheath and Wonersh, ,502936,145579,-0.52805001,51.20015,{F714EECB-EF68-4176-AEA2-674B01956C2C},11239.17406,6556813.121
2506,E05007413,"Bramley, Busbridge and Hascombe", ,499498,141011,-0.57850999,51.159698,{AF9D2A02-331C-4355-BBC7-C4DAB21C6769},36708.90573,34007985.36
2507,E05007414,Chiddingfold and Dunsfold, ,497046,134774,-0.61523998,51.10405,{BE7CA6CC-725B-4436-B78F-610D9EA0903A},40100.9144,44269024.14
2508,E05007415,Cranleigh East, ,507224,139135,-0.46862,51.141441,{DF67F6D0-C8DC-4466-8CD5-186F73CB0C1E},10425.64097,5079648.375
2509,E05007416,Cranleigh West, ,505868,137997,-0.48833001,51.13147,{B9B8BD0B-157E-4F42-8E3A-6B14647E908F},23802.49589,12612981.03
2510,E05007417,Elstead and Thursley, ,491132,139544,-0.69848001,51.1479,{3A2A0C03-49B1-4754-AEF4-A2124DBE27CA},44150.26923,47664845.44
2511,E05007418,Ewhurst, ,509295,140661,-0.43856999,51.15477,{B2A308AD-0707-4496-8F6A-89A446AD0BA8},20567.61351,16363781.92
2512,E05007419,Farnham Bourne, ,485020,144539,-0.78465998,51.193748,{98363243-0DE9-4D02-9721-06E861E07C15},14746.89859,6140569.515
2513,E05007420,Farnham Castle, ,482505,146581,-0.82018,51.212479,{D9A0C8AE-8821-4E54-B4A0-930410C2C5AB},14702.79285,8130807.333
2514,E05007421,Farnham Firgrove, ,484182,145824,-0.79635,51.205429,{D26DC9F9-610B-4764-AAD7-C3F47E1A406E},8409.259991,1447537.388
2515,E05007422,Farnham Hale and Heath End, ,484596,149241,-0.78961998,51.23608,{B099D2B1-70D4-4DDD-9343-77746F1E9900},7743.698464,1330848.101
2516,E05007423,Farnham Moor Park, ,486375,146943,-0.7647,51.21516,{AE6A0DA9-7221-4EC5-9822-937E2731CC58},16654.04053,5973602.016
2517,E05007424,Farnham Shortheath and Boundstone, ,483226,144726,-0.81028998,51.19569,{33FB6062-E584-414D-9D39-649A861A7B2E},9000.56344,1431260.678
2518,E05007425,Farnham Upper Hale, ,483399,149174,-0.80677998,51.235661,{08165DA1-6F92-4593-AAD5-8D8338D3E610},10980.26624,3583382.054
2519,E05007426,Farnham Weybourne and Badshot Lea, ,486232,148706,-0.76631999,51.23103,{6F8F1575-7E03-4C14-9BA9-BB9842FF94FD},10120.82073,3798815.971
2520,E05007427,Farnham Wrecclesham and Rowledge, ,482719,144970,-0.81748998,51.19796,{C0657AC6-1029-459E-B2F4-0FBAEA5D03F1},13502.63508,4692486.77
2521,E05007428,"Frensham, Dockenfield and Tilford", ,485472,140584,-0.77914,51.158131,{C629DFB5-AA12-404B-AD17-8396211F5D06},34064.49923,33481493.71
2522,E05007429,Godalming Binscombe, ,497304,145727,-0.60860002,51.202469,{ABA1C80C-BFB3-45C2-BAAA-55ECD166CA1D},5686.15872,1153045.474
2523,E05007430,Godalming Central and Ockford, ,495830,143340,-0.63033003,51.181259,{2267A537-9F37-4AB1-BC41-EAFCE5A96CB4},11649.43116,2521914.836
2524,E05007431,Godalming Charterhouse, ,496346,145003,-0.6225,51.196121,{7EBE07A7-0B63-4E81-BEC1-5776E5EEBFD4},8030.851817,2238139.611
2525,E05007432,Godalming Farncombe and Catteshall, ,498079,144818,-0.59776002,51.194172,{CDAD6BB3-256C-4C06-B8A9-096A82EEDFEF},8349.002668,1776147.992
2526,E05007433,Godalming Holloway, ,497008,142959,-0.61357999,51.177639,{9068493F-B616-4126-AE2F-6C79ADD46B65},8370.596402,1991056.346
2527,E05007434,Haslemere Critchmere and Shottermill, ,488266,133848,-0.74084002,51.097149,{2C39F9DC-3F9B-4E15-8EC6-A808EF30876F},16390.4495,6495779.109
2528,E05007435,Haslemere East and Grayswood, ,490982,133172,-0.70222998,51.090649,{C7F6B497-CD44-4D30-8583-52566C21FF54},18365.34509,9938608.322
2529,E05007436,Hindhead, ,487320,136689,-0.75366002,51.122829,{43729479-D1A3-4968-A8C9-9942397B6932},13236.48689,6814878.147
2530,E05007437,Milford, ,494030,142229,-0.65635997,51.17157,{0C21B1AE-A530-48B9-971A-5D8F9DAA39A4},15616.04738,8531545.91
2531,E05007438,Shamley Green and Cranleigh North, ,505084,142492,-0.49822,51.17202,{3278D7A3-9F04-49D0-AA02-772190EE39AD},28396.11234,16859863.08
2532,E05007439,Witley and Hambledon, ,496242,139222,-0.62554002,51.144169,{4FEF2310-3C31-4057-B8E1-7AE90972C77B},26045.3978,18893517.27
2533,E05007457,Arley and Whitacre, ,427117,291772,-1.60175,52.52317,{FA91AD26-8F73-4E89-8929-3CA173989FF4},31940.95836,26813877.91
2534,E05007458,Atherstone Central, ,430793,297313,-1.54706,52.572788,{61C91847-0A8F-49DF-A0D7-44A07A75AE1B},6115.761129,1079509.192
2535,E05007459,Atherstone North, ,431029,298386,-1.54348,52.58242,{2DFFFC4B-B34C-44C1-B505-704EDC69594E},8619.618435,2603013.461
2536,E05007460,Atherstone South and Mancetter, ,431563,295897,-1.53583,52.560009,{DD1980DA-06E6-4298-A7C6-F018C7ACD924},15538.33603,8703140.986
2537,E05007461,Baddesley and Grendon, ,427893,297006,-1.58988,52.570179,{6A3E018E-78DF-4605-869E-CA0DE98CD455},32232.97192,29033922.91
2538,E05007462,Coleshill North, ,419309,289852,-1.71694,52.506241,{4FA1087C-B284-43F2-B607-D4413800BA83},12518.72824,6467191.95
2539,E05007463,Coleshill South, ,420253,287521,-1.7031699,52.485249,{3E3D72F1-FB46-4F40-9840-98E4F2C5DAAB},16566.13844,8326601.989
2540,E05007464,Curdworth, ,419822,295121,-1.70907,52.553589,{B78D908C-22BE-4E0E-9520-18D85F1D42A5},41984.04253,46570040.61
2541,E05007465,Dordon, ,425822,299919,-1.6202101,52.59647,{9E4BB8E3-4B66-411C-9375-28EBF450523A},17675.00967,8703580.823
2542,E05007466,Fillongley, ,427667,286833,-1.5940599,52.478741,{AC1139DE-6813-4A8D-B6A5-6A9F6F4F06D1},58357.76912,70332209.22
2543,E05007467,Hartshill, ,434005,294825,-1.49992,52.550228,{07BFBC2E-C545-4290-80F1-9DBD57FAD847},15243.6046,9233114.066
2544,E05007468,Hurley and Wood End, ,424084,296332,-1.64612,52.564301,{8AC74667-34E9-4B14-B76D-59DAED75AE30},24115.93861,20622040.27
2545,E05007469,Kingsbury, ,421105,297902,-1.68997,52.578541,{184422DF-9DAE-40DB-B881-922CC2030CB9},10530.91141,3381568.973
2546,E05007470,Newton Regis and Warton, ,427582,306297,-1.5937001,52.653721,{B5C699C0-9C54-498B-882F-295B033F71CB},30797.42919,31391038
2547,E05007471,Polesworth East, ,426828,302406,-1.60515,52.618778,{C13F04F4-D3EE-4EF6-801D-F5E0E07023A0},13732.48144,5384388.47
2548,E05007472,Polesworth West, ,425383,302411,-1.6265,52.618889,{38DD96B2-333A-4850-A10D-682E51AA4880},8951.654029,3096329.666
2549,E05007473,Water Orton, ,417807,290909,-1.73901,52.515789,{8D063358-AA25-4D63-8CCF-4215780142CB},7963.621221,2519934.241
2550,E05007474,Abbey, ,435704,292159,-1.47516,52.52615,{6821DE6A-370F-4064-BCBC-51E21196F589},6331.2047,1989617.717
2551,E05007475,Arbury, ,433596,289663,-1.50648,52.503849,{60EC7306-C160-4B16-A944-77103CD72C36},16731.79606,11938798.14
2552,E05007476,Attleborough, ,437549,289897,-1.44822,52.505699,{BC9CDD47-164B-46F6-B8A8-812CB01FCF59},9391.789528,1948080.768
2553,E05007477,Bar Pool, ,434628,291746,-1.49106,52.522511,{E7DC633B-857F-4EFB-9A95-3E7D78172235},8460.811617,1785738.305
2554,E05007478,Bede, ,435836,286913,-1.47377,52.478989,{2D59035F-CCEE-4829-83A7-50B86BF8A900},7331.688515,1582442.136
2555,E05007479,Bulkington, ,438858,286911,-1.42928,52.47876,{BD76330E-EE8D-4C87-AB6B-2DECE87E3BDE},21148.66912,13708861.82
2556,E05007480,Camp Hill, ,434131,293014,-1.49825,52.533939,{3C13D5CA-E0BD-443C-BBE8-4893A78FC39D},7965.787247,2847455.525
2557,E05007481,Exhall, ,433359,285093,-1.51042,52.46278,{51163389-086C-44EA-ACB5-C0847793B942},13708.02672,5583567.526
2558,E05007482,Galley Common, ,431791,292319,-1.53281,52.527828,{77ED9DB2-3C7E-41F6-ADD8-D1A0FB416B36},10447.30915,4570483.734
2559,E05007483,Heath, ,433149,286063,-1.51342,52.471512,{EEAAFC02-4110-41E0-85B7-711FDBE11544},10203.9162,3396231.518
2560,E05007484,Kingswood, ,432462,291397,-1.52301,52.519508,{E35E1F2E-7B79-43E7-98AE-246EFD26C74F},8516.033663,2032703.138
2561,E05007485,Poplar, ,436167,285895,-1.46901,52.46981,{BF0DAC02-BCD8-43B3-97AF-1C756AD2E90B},8682.022425,3214655.561
2562,E05007486,St Nicolas, ,438153,292400,-1.4390301,52.528149,{79CF0E7E-52CB-40DF-B811-C74E5058A389},12376.16456,4533868.389
2563,E05007487,Slough, ,434307,287759,-1.4962,52.486691,{F7CF3788-4AD3-4ED1-B9FF-225DFA04923E},12035.09983,4488439.354
2564,E05007488,Weddington, ,436852,293679,-1.45807,52.539742,{CBBA0E90-4FA1-48BB-8114-4801674BE331},12665.90475,6117661.186
2565,E05007489,Wem Brook, ,436514,289766,-1.46348,52.504589,{E1238858-2FDF-4EC2-A61B-F8FF479DD962},10310.49439,3697706.152
2566,E05007490,Whitestone, ,439097,290249,-1.42537,52.508751,{D971CA36-74BF-4C61-88DA-C2E516B0FB68},11913.09108,5513980.678
2567,E05007562,Buckingham, ,521518,107213,-0.27506,50.851669,{8771393B-5FE2-411C-B791-43FC56C7FCCB},12770.59889,5169971.36
2568,E05007563,Churchill, ,517734,104116,-0.32978001,50.824612,{FD6EECBE-B727-45BE-9CD2-32B94E1F3BD7},5275.82942,1094413.708
2569,E05007564,Cokeham, ,517221,106037,-0.33645001,50.84198,{08D534EF-A369-4CCD-B39D-CC01449972D3},8798.881358,2651174.587
2570,E05007565,Eastbrook, ,524944,105322,-0.22706001,50.833939,{3CF9E759-851B-4B4E-A052-74D254D1794A},5628.273115,1488232.105
2571,E05007566,Hillside, ,523316,107530,-0.24942,50.854141,{0C80EB72-BC6D-4448-9F6F-EB85C86EE4EE},13041.05683,5640148.683
2572,E05007567,Manor, ,518652,107058,-0.31580001,50.850868,{F97558ED-1A41-465F-B828-FDB60E4A536D},15372.45536,8354204.072
2573,E05007568,Marine, ,522213,104709,-0.26602,50.829021,{0974EA18-6CAE-44DD-835D-36ADB1F20D65},13115.86814,1353552.373
2574,E05007569,Mash Barn, ,519530,105372,-0.30388999,50.835529,{2EA48388-6F6F-4AA4-92EF-C78E087F249C},8985.396868,2654027.703
2575,E05007570,Peverel, ,516079,106487,-0.35251999,50.84626,{66668555-C075-4F58-9E53-5F9D6B831246},17012.58395,7698584.54
2576,E05007571,St Mary's, ,522198,105447,-0.26598999,50.835651,{3702CBDC-B1ED-4CD2-ACC2-9181DF474C56},6622.040827,1154539.876
2577,E05007572,St Nicolas, ,521344,105762,-0.27801001,50.838661,{EF048B64-CF0A-4C63-BE9B-F725D3D29930},5258.552752,875769.2591
2578,E05007573,Southlands, ,523035,105691,-0.25402999,50.837669,{98681F33-668C-4C4F-88ED-05B79FD9A80D},3937.896012,640284.4611
2579,E05007574,Southwick Green, ,523756,105222,-0.24394999,50.833302,{0F82EB92-4A63-466B-AD91-5BF25CDD2CCB},8579.489652,1193784.277
2580,E05007575,Widewater, ,519348,104357,-0.30680001,50.82645,{6DA2792B-8CF8-4F1A-A946-A4102274CF08},7556.983348,2096807.458
2581,E05007668,Ardingly and Balcombe, ,531602,130462,-0.12349,51.058418,{6F209397-CCE7-4487-8E26-55F6FDF70FF2},50708.37636,52120391.48
2582,E05007669,Ashurst Wood, ,541470,137124,0.019835001,51.11594,{AA91511B-831C-4FD9-9821-FA378E880EA3},13761.47262,4603658.517
2583,E05007670,Bolney, ,525384,123527,-0.21456,50.997478,{BBDEE10B-F236-4A17-B5BC-B342682D1D87},49779.19857,39698378.56
2584,E05007671,Burgess Hill Dunstall, ,530095,119929,-0.14875001,50.964088,{6D66BC3D-21CA-44F5-AA72-6779052D0FE6},5318.397046,938890.3921
2585,E05007672,Burgess Hill Franklands, ,532203,118335,-0.11933,50.949291,{2185F315-3248-4A20-9A3E-7AB162198889},7622.885988,2099057.293
2586,E05007673,Burgess Hill Leylands, ,531402,120036,-0.13011,50.96476,{A6795879-37D1-4DDE-87A1-922D37EFE78C},5602.367473,1397478.029
2587,E05007674,Burgess Hill Meeds, ,531235,118594,-0.13301,50.951839,{559A80D8-436A-496B-8E50-D506F50EEDBF},6619.33523,1550877.625
2588,E05007675,Burgess Hill St Andrews, ,532593,119509,-0.11335,50.959751,{70813DDC-86C5-4A53-A9B4-5CDDC77DC3E9},7270.760234,1799409.816
2589,E05007676,Burgess Hill Victoria, ,530168,118893,-0.14808001,50.954769,{4700263D-CA53-4280-A2AB-025D8FE5BB53},5322.510086,1682159.473
2590,E05007677,Copthorne and Worth, ,531590,137599,-0.12106,51.122559,{0115F3DC-EADE-43F0-8A02-F862471DED73},18161.24626,11107897.5
2591,E05007678,Crawley Down and Turners Hill, ,534376,136341,-0.081739999,51.110611,{67DD014F-E8C2-4832-A3BB-9CA0BC681D50},30745.22592,22743444.69
2592,E05007679,Cuckfield, ,529884,124125,-0.15025,51.00185,{E9508210-06F6-472B-A4EA-013251793F8F},45351.54581,43009200.12
2593,E05007680,East Grinstead Ashplats, ,540763,138817,0.010401,51.131329,{23DD4FAB-E510-4731-9F52-E953B7A9BA82},9962.026037,3335003.629
2594,E05007681,East Grinstead Baldwins, ,538528,139155,-0.02139,51.134911,{45A4D274-5FFA-4C27-A16A-3A5CBFE34E5F},6512.69733,1169187.614
2595,E05007682,East Grinstead Herontye, ,538393,135976,-0.024529999,51.10638,{7783CFE4-A82C-4D53-BE29-422F4623E846},22123.13623,12970996.13
2596,E05007683,East Grinstead Imberhorne, ,537192,138734,-0.040630002,51.131451,{ED7AAB4C-E239-4D2A-A188-F4EB74D99B40},10467.58536,3465474.685
2597,E05007684,East Grinstead Town, ,539303,138393,-0.01061,51.12788,{31510EB2-C52D-47F2-88FB-EAD461C2F668},7502.856824,1403436.347
2598,E05007685,Hassocks, ,530849,115231,-0.1397,50.9217,{AE5C04D9-F4AA-4162-9A23-0B2F9094D477},17983.43497,10878176.86
2599,E05007686,Haywards Heath Ashenground, ,533347,123130,-0.1013,50.992119,{3B60DBFF-C14B-401B-B520-C68673C62202},4753.092678,1040846.761
2600,E05007687,Haywards Heath Bentswood, ,533850,124029,-0.093800001,51.00008,{E7F5A3BA-CAE7-476D-9C65-D19B8C5E42A4},5886.038589,1292089.491
2601,E05007688,Haywards Heath Franklands, ,534328,123307,-0.08726,50.993481,{760918EB-075D-47A3-8B58-EF90498FC45A},9665.402249,2357236.847
2602,E05007689,Haywards Heath Heath, ,533142,124768,-0.10361,51.006889,{AAEFDD29-3483-4A48-9E0E-E296A3E70FE1},7455.968588,1737360.645
2603,E05007690,Haywards Heath Lucastes, ,532139,124155,-0.11812,51.00161,{FBB16545-2C0A-487B-BB70-01C9D3B1D528},10532.65733,3322398.601
2604,E05007691,High Weald, ,537015,127994,-0.047230002,51.034969,{9EB234F5-5F9E-41A2-8144-9AE8B8BBAC26},56671.57062,55157707.38
2605,E05007692,Hurstpierpoint and Downs, ,527342,114826,-0.18971001,50.918839,{85BF507A-E37D-4330-B571-B9D783471F92},52286.12944,49054884.94
2606,E05007693,Lindfield, ,535002,125044,-0.077019997,51.008942,{22CD5D43-88EA-449B-BDAE-49B67A19504F},12994.07943,4093583.325
2607,E05007694,Broadwater, ,515234,104336,-0.36519,50.827091,{D9D9DECF-9EB4-4BE2-AD92-5C65474E2285},7325.05479,1991407.798
2608,E05007695,Castle, ,511690,103816,-0.41565001,50.823109,{2F044DDC-9859-45F0-8964-C3581FFD1367},7427.292941,2155726.429
2609,E05007696,Central, ,514755,102875,-0.37244999,50.814049,{A6F630E4-46DC-4C81-9EF8-C9D85C784D16},6256.968459,1504957.763
2610,E05007697,Durrington, ,511831,105024,-0.41328001,50.833939,{A4DA1104-0DF4-45BA-A867-023168269030},6392.929289,1093216.832
2611,E05007698,Gaisford, ,514179,103974,-0.38027999,50.824051,{9AEE40C7-524D-40C0-B123-451A67EFB2D2},5892.772188,1613196.842
2612,E05007699,Goring, ,511214,102378,-0.42284,50.81028,{095AD085-B9E2-47C4-9832-472B722DF472},7751.087056,3167347.314
2613,E05007700,Heene, ,513776,102687,-0.38640001,50.812561,{13D41581-5FC3-4599-97B6-C92907D6572E},4693.430008,955666.7496
2614,E05007701,Marine, ,512874,102595,-0.39921999,50.811909,{DB64CEA5-66F3-4215-8210-0BEB60933B73},5485.493727,1554225.181
2615,E05007702,Northbrook, ,510715,104690,-0.42921999,50.83115,{0543619A-BBB6-445F-8F1D-D8B1AF080D94},9613.630362,3449019.701
2616,E05007703,Offington, ,513999,106403,-0.38207999,50.845921,{36975223-6FB7-4BDE-B203-E5E676B3079B},13645.7182,7989729.301
2617,E05007704,Salvington, ,512179,106167,-0.40799001,50.844151,{B94F91E1-25B4-4B9C-BECE-76410AB6B4AA},11202.14423,3897674.825
2618,E05007705,Selden, ,516470,103270,-0.34799001,50.817261,{7D4E81F9-9CA8-4749-9C51-9C23EE389A00},6462.089016,1783937.835
2619,E05007706,Tarring, ,513054,103953,-0.39625001,50.824081,{DE6638FF-024C-4D32-81A1-65C7AC984175},5102.888116,1364901.477
2620,E05007846,Alfrick and Leigh, ,374813,253505,-2.36976,52.17923,{9AE44D10-C826-4951-9588-5520DBC93CE4},48268.60295,47010080.59
2621,E05007847,Baldwin, ,380271,265665,-2.2906499,52.288769,{BF847559-EBC7-4416-9506-4CD9A1CFB373},43936.28156,31452143.58
2622,E05007848,Broadheath, ,378820,255374,-2.31128,52.196201,{4B2E8CE6-3809-47EE-BA6A-051ACE3AD5B3},36531.94717,27087471.73
2623,E05007849,Chase, ,379551,245066,-2.2999599,52.10355,{E22DFD69-4270-4953-9AD7-6FF6AD38F9C0},9312.882867,4405282.407
2624,E05007850,Dyson Perrins, ,377459,248950,-2.33076,52.13839,{A143E69D-9D3D-41CD-8D4A-CB15B09698A3},10226.17496,4169456.073
2625,E05007851,Hallow, ,381715,259648,-2.26915,52.23473,{D3551575-F803-4D3D-9A2A-0CFE6420622D},26800.22214,16419698.4
2626,E05007852,Kempsey, ,386664,245183,-2.19611,52.10482,{3E72BA49-4D32-4B06-A69D-C659643EA570},32310.03829,31277944.01
2627,E05007853,Lindridge, ,368169,270176,-2.4684999,52.328751,{F96F298B-0BDB-4844-A5E9-B1E65BAE2472},51266.53963,42186884.67
2628,E05007854,Link, ,378797,248916,-2.3112099,52.138142,{ADE3C265-3431-4C6C-B862-BF82D477DD94},14459.69391,4410940.893
2629,E05007855,Longdon, ,382412,234533,-2.2576399,52.008949,{C175847D-3D13-45BA-AB34-BDB15512F1EE},48967.49536,61442617.92
