OBJECTID,WD21CD,WD21NM,WD21NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,SHAPE_Length,SHAPE_Area
1,E05000026,Abbey, ,544433,184376,0.081276,51.53981,{AA6AAFBE-1338-4552-85DE-8F9E22194867},8106.041571,1253224.615
2,E05000027,Alibon, ,549247,185196,0.150987,51.545921,{30594F2F-187E-4808-A373-D2B211B00DDD},6353.91764,1364442.122
3,E05000028,Becontree, ,546860,185870,0.116869,51.552608,{ED9BBB57-7546-4835-957E-0AA71ECF2322},6356.336313,1292418.143
4,E05000029,Chadwell Heath, ,548266,189340,0.138596,51.58342,{511830CB-05C8-4A7A-8443-7740733B9589},9637.016122,3384422.956
5,E05000030,Eastbrook, ,550775,186271,0.173467,51.55518,{41515820-16C3-4028-8D09-BF79A311AE4B},9041.032044,3450817.691
6,E05000031,Eastbury, ,546074,183978,0.104756,51.535809,{2FDB6416-A32B-4ECC-96F6-391C5FC11154},6828.143525,1439218.476
7,E05000032,Gascoigne, ,544767,183577,0.085759997,51.532539,{50B1591C-287A-4EC0-9A9E-E16F21E85A04},7800.914141,1097083.967
8,E05000033,Goresbrook, ,548007,184060,0.132641,51.536041,{8AB6DA4C-5BAB-4EC9-BEF3-4D3D8A5D4177},5703.296518,1277822.958
9,E05000034,Heath, ,549340,186620,0.152931,51.558689,{AA5ED414-4F70-43CD-9E8D-1F3577B4D954},8069.461182,2002017.781
10,E05000035,Longbridge, ,545274,184913,0.093615003,51.544418,{56380D75-15E9-4716-9C9F-B7982F9CB7D3},6407.369948,1646452.116
11,E05000036,Mayesbrook, ,547124,185052,0.120332,51.545189,{3F28B40A-FB48-408F-AA78-F609E35EE153},7635.285211,1856443.677
12,E05000037,Parsloes, ,548150,185599,0.13534801,51.549831,{DAFC1E6A-B77B-40FA-A7B7-470012EDBF59},6796.705989,1243847.205
13,E05000038,River, ,549430,182817,0.15261599,51.524502,{E3DDBED7-A213-464B-8A9B-D5C8457BD3F6},9801.42573,3126243.724
14,E05000039,Thames, ,547155,182705,0.1198,51.52409,{F3BB850A-DBAD-44C8-A1FC-ADCD86FBF214},13320.23543,6674100.237
15,E05000040,Valence, ,548153,186867,0.13592499,51.56123,{E7AFA550-8405-4F87-8793-4991D3252DE6},5790.03399,1292632.04
16,E05000041,Village, ,550360,184190,0.16659699,51.536591,{20923241-B832-45FF-AB39-16E21FA6F085},7865.17499,2145391.826
17,E05000042,Whalebone, ,548545,187662,0.141911,51.568272,{F6AF1065-6D4B-40DC-BC92-F8966CDD6C4B},7036.406367,1554787.903
18,E05000043,Brunswick Park, ,528434,193714,-0.14587,51.62759,{CA8A51F7-CFD0-47C7-8EF8-80D4C029C648},8427.24974,3180182.048
19,E05000044,Burnt Oak, ,520523,190761,-0.26111999,51.602798,{44C1F02F-C5AF-4CD3-9FCE-1CEF5667C61D},6776.855368,2067019.611
20,E05000045,Childs Hill, ,524665,186693,-0.20277999,51.565338,{E8F1B3A3-8691-40F2-97AD-CC645617C51B},9310.730297,3092570.67
21,E05000046,Colindale, ,521441,189584,-0.24827,51.592018,{CB339E24-5AAA-43D7-9D4A-F321211D8408},8459.30674,2637512.256
22,E05000047,Coppetts, ,528054,191829,-0.15204,51.610741,{3B38C995-8FD0-419C-90F2-41A79E8207FE},7990.850855,2721141.17
23,E05000048,East Barnet, ,527474,195756,-0.15899,51.64616,{2B79F306-20D4-457A-8088-4186EE745168},9699.809097,3754276.572
24,E05000049,East Finchley, ,526811,190033,-0.17062999,51.594879,{B07B4E55-83FF-4600-A9FD-AFAA7E38B6C1},8190.175591,2509310.405
25,E05000050,Edgware, ,518863,193352,-0.28420001,51.626438,{0713089F-E0B4-4E3F-9FF9-49338C9ADA6F},12880.64664,5557949.886
26,E05000051,Finchley Church End, ,524690,190195,-0.20118,51.596809,{9A2F4A86-ECEF-4BFC-B584-8B68728C7B49},8223.784439,2725663.381
27,E05000052,Garden Suburb, ,526123,188444,-0.18113001,51.58075,{6B966DBB-6655-4F6D-8DE0-82AD4F044E83},10463.40279,4728235.314
28,E05000053,Golders Green, ,523818,187290,-0.21479,51.570889,{E27F1C4E-BF5D-4A82-82C9-E829E5464160},9432.79367,2978101.108
29,E05000054,Hale, ,520890,193803,-0.25477001,51.630058,{6505A657-DD6A-4691-9153-917092DC473F},15683.39131,5423188.058
30,E05000055,Hendon, ,523084,189557,-0.22458,51.591431,{0FC093D8-730D-4322-AD1D-49BA8326814A},7781.578022,2838690.682
31,E05000056,High Barnet, ,523890,196696,-0.21043,51.655411,{339801FE-AE5E-408B-A49F-26019C5302EA},19810.00282,8308415.236
32,E05000057,Mill Hill, ,523111,192066,-0.22330999,51.613972,{C79965CB-380B-4D25-957F-9173C15A6935},14778.08802,9389243.776
33,E05000058,Oakleigh, ,526687,194738,-0.17072,51.637192,{032B0D82-81D9-4F30-B8BF-B79746595AAB},11713.85085,3318596.667
34,E05000059,Totteridge, ,524649,193508,-0.20059,51.626591,{826C260A-7A23-4BBB-BD61-F9854A28EF2C},17435.51038,8774453.074
35,E05000060,Underhill, ,523991,195493,-0.20939,51.644569,{890BB6B4-188B-45C0-A281-04C2B2F56518},16319.76338,4550549.59
36,E05000061,West Finchley, ,525518,191440,-0.18878999,51.607811,{D927E252-3CB6-47E7-8391-94A0EC21384F},7848.156827,2163447.088
37,E05000062,West Hendon, ,522397,188065,-0.23501,51.578171,{EDC4222B-8C42-4A5B-A75E-1FC383598053},10264.74595,3427001.375
38,E05000063,Woodhouse, ,526776,191859,-0.17048,51.611301,{BB167FB0-B0EE-4DB8-84BF-DEEEA8149E52},8890.521957,2621155.27
39,E05000085,Alperton, ,518346,183853,-0.29486001,51.541168,{EA27D9E0-349E-43AD-89A8-70C6EF4769F6},8972.995671,2060963.29
40,E05000086,Barnhill, ,519301,187233,-0.27994999,51.57135,{18A00C51-DC7F-43F3-A1DA-BBDF8606B3A6},10081.26713,2979038.918
41,E05000087,Brondesbury Park, ,523503,184107,-0.22045,51.542351,{A23C12FB-B43F-42B9-B74C-483605BD3005},6875.143931,1728887.319
42,E05000088,Dollis Hill, ,522313,186513,-0.23676001,51.56424,{8D65E396-6148-4916-9E4E-9CB292E78FDC},7280.012675,2298098.734
43,E05000089,Dudden Hill, ,522083,185505,-0.24043,51.555229,{21604EAE-3E7A-4AF4-8FBB-95D3BDF38F13},9704.161336,1681853.794
44,E05000090,Fryent, ,520182,188421,-0.26684001,51.581841,{E104CE22-918F-4569-B40B-5D9825DE2E9E},9274.375984,2659873.249
45,E05000091,Harlesden, ,521490,183877,-0.24954,51.540722,{047561B8-1146-4DD1-A190-FFDA86C1639F},5222.362855,1115493.919
46,E05000092,Kensal Green, ,522352,183277,-0.23732001,51.535149,{41688D56-E4F7-409D-A94C-D1F7774DA434},5686.374327,1120564.126
47,E05000093,Kenton, ,517617,188189,-0.30392,51.580299,{570B0BE7-5955-4A0F-AC2E-B999F6E6D678},7660.984904,2237648.882
48,E05000094,Kilburn, ,524960,183799,-0.19956,51.539268,{2F948305-6C6B-4797-8A86-D7D62D51891E},5268.817326,941732.304
49,E05000095,Mapesbury, ,523467,185440,-0.22050001,51.55434,{B4D67E2E-220B-452D-A166-EE84AC1B9CF6},5804.704639,1393425.609
50,E05000096,Northwick Park, ,516714,187253,-0.31726,51.572071,{E1B775A6-425A-4AC0-A64D-71C0815C912E},8767.351909,2678581.844
51,E05000097,Preston, ,518207,186413,-0.296,51.564209,{33799DA1-177B-4068-9428-6F558B9530B5},7412.102174,2388246.802
52,E05000098,Queens Park, ,524048,183332,-0.21286,51.535271,{F785EB1A-FCC1-4826-A132-DD148A996836},6485.278808,1486164.369
53,E05000099,Queensbury, ,519675,189604,-0.27375001,51.592579,{BB37B11B-2B13-42A3-A1D2-8D3604A53CBE},6827.900212,2056462.175
54,E05000100,Stonebridge, ,520082,183658,-0.26991001,51.539059,{6F33A18F-946E-48FB-9E29-AFEA140031D1},11165.51966,4055798.587
55,E05000101,Sudbury, ,516873,185370,-0.31558999,51.555119,{8CF4C7A1-B488-4765-AB96-E2AB847BDF27},8749.747423,2123133.603
56,E05000102,Tokyngton, ,519356,185188,-0.27985001,51.552959,{C32DE0B4-8E5A-4445-9D2E-76E506A2F725},7748.027536,2759199.983
57,E05000103,Welsh Harp, ,520882,186662,-0.25734001,51.56588,{E5142207-21C3-4CDA-BD57-FF8DB63DF4AF},9393.32667,2319319.496
58,E05000104,Wembley Central, ,518205,184839,-0.29655999,51.550072,{880A7B8A-B517-4CDC-85CD-A0F60CBBD5C6},7604.381235,1604220.847
59,E05000105,Willesden Green, ,522219,184330,-0.23886999,51.54464,{E17AB804-9A38-4D5C-8BDD-ED2CE59CEAF8},7594.645132,1547656.649
60,E05000106,Bickley, ,542443,169027,0.046418,51.40239,{514C9458-F717-453F-898A-BD387C62743C},10628.38257,4869085.846
61,E05000107,Biggin Hill, ,541093,159117,0.023097999,51.313671,{08C5F9BE-0C45-413C-B2CB-58B3C6966A2C},16490.96303,8280524.991
62,E05000108,Bromley Common and Keston, ,542215,165398,0.041692,51.369839,{7B56CCD0-BAD1-4BAC-8927-542B1028F6D7},19019.13459,8308216.684
63,E05000109,Bromley Town, ,540273,169268,0.015338,51.40509,{B8EB3307-44C3-4D2E-8B6F-F989087011EE},13703.99599,3716453.918
64,E05000110,Chelsfield and Pratts Bottom, ,547216,162725,0.112379,51.344551,{B577005B-57BD-4E1A-893F-DE5D4A37633F},23228.04885,12563168.36
65,E05000111,Chislehurst, ,544442,170313,0.075658999,51.413441,{CA3F8F15-869E-41A1-B2D2-6DBD389521F6},17052.48744,10438759.06
66,E05000112,Clock House, ,536163,169325,-0.04369,51.406609,{0E648871-3674-4E0E-BB24-D42E44498663},9152.531464,2267612.649
67,E05000113,Copers Cope, ,537815,170017,-0.019680001,51.41243,{F61E5244-64BC-4A50-9C23-BBBF54A5B51B},11547.30443,3285921.063
68,E05000114,Cray Valley East, ,548054,168281,0.12671401,51.394249,{25CA20DD-823B-4D00-A1CF-9C1B1C2636E1},20264.66326,13276246.81
69,E05000115,Cray Valley West, ,546389,168891,0.10305,51.400162,{D201D77C-876B-42D8-BB8B-3D8C21765D6B},12521.51373,3938162.697
70,E05000116,Crystal Palace, ,534382,170279,-0.068920001,51.4156,{B92D4611-308F-4F68-B55E-1EC0AB041B9A},7807.778367,2292572.169
71,E05000117,Darwin, ,542742,160113,0.047141999,51.322208,{EB32037C-9949-4E25-9B9A-F434959F44BF},31537.15236,29041574.86
72,E05000118,Farnborough and Crofton, ,544022,164853,0.067413002,51.364491,{B5676861-CD6B-4C5F-9BF9-37303DD092C2},14400.71776,7005822.276
73,E05000119,Hayes and Coney Hall, ,539858,165582,0.007927,51.372082,{BE3B8259-D133-4704-8B67-2D7FB6491747},16867.30222,10824847.9
74,E05000120,Kelsey and Eden Park, ,537051,167655,-0.031569999,51.391392,{FD3FF917-1DF6-4394-A780-6D61FB60BFB1},13380.56771,5197223.122
75,E05000121,Mottingham and Chislehurst North, ,542016,172310,0.041598,51.431999,{885C3734-9B95-4E9B-A34F-38117FB142C9},8850.077583,2441618.568
76,E05000122,Orpington, ,546890,165750,0.108949,51.371811,{46FEE390-1BAD-4DCA-A4FD-886C4559B026},9966.121609,4256202.503
77,E05000123,Penge and Cator, ,535785,170334,-0.048730001,51.41576,{0AA1C233-88D0-4289-A6DC-788F8E23D02D},8664.424262,2959190.563
78,E05000124,Petts Wood and Knoll, ,544582,167490,0.076522,51.388039,{E7990979-191F-4306-A99F-EDE47F5A2A26},13080.1836,4301059.656
79,E05000125,Plaistow and Sundridge, ,540852,170676,0.024216,51.417599,{30FCB24D-577F-48BB-9695-455D4D1FF6D6},9921.083187,4000231.082
80,E05000126,Shortlands, ,539010,168318,-0.00318,51.39687,{70D31993-8121-4FDC-8248-BD9E65EA5D2B},8770.101199,2456680.782
81,E05000127,West Wickham, ,538494,166071,-0.01146,51.376801,{6A99585E-E64A-4774-B5F0-642AF84FB5E1},10326.15247,4411307.051
82,E05000128,Belsize, ,527236,184686,-0.16643,51.54673,{925FF59A-77C5-4A7B-AB34-03A4ACA2260B},3857.467687,780565.2478
83,E05000129,Bloomsbury, ,529657,181983,-0.13253,51.521889,{B9138EA1-BF9C-4A8F-9C01-5ECC7487AC8A},4891.329135,1020125.023
84,E05000130,Camden Town with Primrose Hill, ,528438,184062,-0.14934,51.540852,{6F3C03B6-F86C-4F21-999E-BBAD4D3EF9CC},5547.710702,1166082.246
85,E05000131,Cantelowes, ,529498,184536,-0.13389,51.544868,{F02768A3-DA4C-473B-B829-21009E493E4B},4250.904809,758632.6538
86,E05000132,Fortune Green, ,524881,185331,-0.20015,51.553051,{6FDFA85F-C6A6-4050-9AAE-CE5213BA93BF},5400.36649,1005787.58
87,E05000133,Frognal and Fitzjohns, ,526006,185705,-0.1838,51.55616,{45A75179-52A5-421D-8FC3-AE5B597F8467},6190.042534,1528909.146
88,E05000134,Gospel Oak, ,528008,185341,-0.15507001,51.552441,{62648DE3-B983-4E5E-AD10-6E5BACBAC36C},4414.871842,692302.1564
89,E05000135,Hampstead Town, ,526645,186182,-0.17441,51.56031,{5D7DF59F-1DF1-4BFE-A346-0F00F05900B0},8390.811922,2448439.607
90,E05000136,Haverstock, ,528188,184717,-0.15270001,51.546791,{84676DA6-A9B6-4A37-B8DE-461BF97A8C9F},4136.141391,731762.8935
91,E05000137,Highgate, ,528094,186521,-0.1534,51.56303,{F99679BE-E583-4BD6-A98C-91C276BEE80E},7740.19825,3236433.345
92,E05000138,Holborn and Covent Garden, ,530905,181690,-0.11467,51.51897,{0E288A7B-7598-4325-9494-799FDBBE2027},5986.653576,1194427.385
93,E05000139,Kentish Town, ,529104,185285,-0.13929,51.551689,{B11F2314-BC26-41CA-9998-A5F1931CF73E},4991.545417,1027660.47
94,E05000140,Kilburn, ,525797,183940,-0.18743999,51.540352,{64148BC1-F2F6-4BB2-9A44-3BC2C3F67B57},5057.527522,685884.5103
95,E05000141,King's Cross, ,530347,182567,-0.12238,51.526981,{C905A27C-CDFB-4876-855B-B902A7F9FCA3},3468.052342,611863.4422
96,E05000142,Regent's Park, ,528987,182931,-0.14184,51.53056,{B56330EA-29D2-45CD-A9CE-FDE935077435},5816.802208,1347434.449
97,E05000143,St Pancras and Somers Town, ,529713,183428,-0.1312,51.534859,{E86680F4-734D-4B67-B157-1EFB584270BC},5460.221211,1398951.011
98,E05000144,Swiss Cottage, ,526951,184106,-0.17075001,51.54158,{7360D046-4345-4446-B247-BB1281F41DCA},6963.891166,1255992.179
99,E05000145,West Hampstead, ,525653,184819,-0.1892,51.548279,{0184AAE0-2691-43EF-9F1A-141BC0DBA44A},5285.32424,887326.31
100,E05000170,Acton Central, ,519997,181039,-0.27202001,51.515541,{6FA3DAC6-FA68-4509-8968-DC07C43CC6F7},7593.342549,1774621.187
101,E05000171,Cleveland, ,516520,182148,-0.32174,51.52623,{BB42FCF2-3126-48AC-BA2E-BF9F15A13F21},9263.588981,2228551.887
102,E05000172,Dormers Wells, ,513742,181092,-0.36210999,51.5173,{5030DD5D-92DF-4C16-BE54-86503F0A04E4},8389.641125,2257267.148
103,E05000173,Ealing Broadway, ,517288,181128,-0.31101999,51.516899,{A9E50B28-D471-4339-9AFE-0D16F510A9A4},6749.582302,1856765.946
104,E05000174,Ealing Common, ,518521,180272,-0.29354,51.508949,{CC8F28E8-1255-48E5-90FE-0AD7BF5E158F},6871.514763,2140930.581
105,E05000175,East Acton, ,520509,182110,-0.26427999,51.525051,{C2C07AAC-4036-434C-AD16-FA4A5EE596B0},13388.13028,4271382.431
106,E05000176,Elthorne, ,515828,179675,-0.33252999,51.50415,{C9C1DA83-77D2-4C39-AE65-8F40E6E4FC21},7515.759931,2002665.498
107,E05000177,Greenford Broadway, ,513416,182660,-0.36629999,51.53146,{8792FD75-B398-435E-9301-04CAA2A249E1},11077.4154,2516763.389
108,E05000178,Greenford Green, ,514686,183987,-0.34757,51.543129,{4F6CF46B-DF62-45EC-BF82-645F666DA8B0},11806.67425,3384774.404
109,E05000179,Hanger Hill, ,518435,182119,-0.29416001,51.52557,{8B43539C-F6A6-44F5-8DE6-3FB2FFDF2064},10771.67958,3273773.794
110,E05000180,Hobbayne, ,515236,181403,-0.34049001,51.519798,{27ECECD9-0E97-418F-AA9C-750A24207D70},6742.294508,2209361.064
111,E05000181,Lady Margaret, ,513205,181636,-0.36967,51.522301,{CEEBB66F-5C27-4135-85F8-A91B39C916BC},6896.277071,1542382.976
112,E05000182,Northfield, ,516945,179087,-0.31663001,51.498631,{6361AEF0-A5B7-45F2-8376-A1E5213E9D78},7485.799119,1541085.895
113,E05000183,North Greenford, ,516073,184837,-0.32730001,51.550491,{68CF4D43-3F68-4B55-BC41-C5B3D51594C6},10429.51729,3255700.751
114,E05000184,Northolt Mandeville, ,512749,184562,-0.37531,51.548691,{74DAAB42-EA3E-4599-881D-E668087192D3},8326.20216,2755911.891
115,E05000185,Northolt West End, ,511302,183434,-0.39651999,51.538841,{59FF9293-050A-4D65-9B6F-71AEB8A93F66},9909.496957,3547108.34
116,E05000186,Norwood Green, ,513779,179257,-0.36217001,51.500801,{83209869-19A1-471B-8844-0BD250CD2275},10663.05499,3799480.548
117,E05000187,Perivale, ,516484,183227,-0.32190001,51.535931,{13921848-9C48-4EF2-B695-67B4D134FEDD},11524.62351,3368101.842
118,E05000188,South Acton, ,519732,179923,-0.27621999,51.505562,{DB2A831E-68C8-4715-BAC6-3012FD99F20E},6555.364144,1718986.286
119,E05000189,Southall Broadway, ,512575,180254,-0.37919,51.51001,{8E56A3FB-383A-428B-96CE-F89C92E07E64},7240.685634,1617267.108
120,E05000190,Southall Green, ,511762,179168,-0.39124,51.500408,{2FAE785D-E032-49EB-AA1E-F05928041CD8},5964.203697,1586007.577
121,E05000191,Southfield, ,520694,179377,-0.26255,51.50045,{24BFD579-0E6B-4881-B5C7-9B7DDB08B55C},5404.619281,1427210.188
122,E05000192,Walpole, ,516957,179928,-0.31617999,51.506191,{DD8B0344-BEF7-4BE7-AE50-296856367BE1},5413.178104,1465968.242
123,E05000193,Bowes, ,531484,192089,-0.10244,51.612282,{837E298C-20DB-435C-BBEF-E245B465B168},9292.0692,1484301.964
124,E05000194,Bush Hill Park, ,532941,194687,-0.080420002,51.635288,{1C6B5CD6-BABB-433C-A108-C650AB1D390A},9538.829711,2524493.646
125,E05000195,Chase, ,531422,199207,-0.10066,51.676262,{E7535529-7A97-4750-9A54-6ECAB83DD594},23736.66726,16935421.89
126,E05000196,Cockfosters, ,527998,197445,-0.1508,51.661221,{6589F4EE-17AE-4B3D-9764-DDB8F6F9EC3C},19931.14164,10406142.59
127,E05000197,Edmonton Green, ,535044,192950,-0.050719999,51.619179,{CF0E544E-7BEE-4592-AA2D-23018221F23C},9905.963823,3129255.903
128,E05000198,Enfield Highway, ,536383,197335,-0.029689999,51.65826,{7DE00140-E12F-43E0-9946-C3B55F0EDD33},10053.82254,4636589.526
129,E05000199,Enfield Lock, ,536635,198893,-0.02544,51.672199,{4D601A56-D128-48C3-80F2-10EC971A1FD6},8336.783627,3252249.268
130,E05000200,Grange, ,532157,195682,-0.091370001,51.644409,{E7AB8EDD-D351-448A-8D36-BCB222CFB1D2},9203.964775,3285152.061
131,E05000201,Haselbury, ,533440,193357,-0.073720001,51.623219,{38856564-ADA8-4D8D-9576-D5847E02D88D},7059.375671,1796006.381
132,E05000202,Highlands, ,530904,197284,-0.10887,51.6591,{57836673-3ED5-4406-84EE-AB683B1C2C67},11847.33532,5088027.969
133,E05000203,Jubilee, ,535607,194766,-0.041889999,51.635361,{9D896EC1-101E-464D-99B8-B0D8A74F13FC},11277.4159,3928400.24
134,E05000204,Lower Edmonton, ,535464,193776,-0.04434,51.626499,{E34795B4-97CB-4797-8021-B1667DCB4AF6},8705.809585,2181228.343
135,E05000205,Palmers Green, ,531835,192895,-0.097070001,51.619438,{B7E17631-BA3B-4831-B979-AB6148A6EF45},6837.739264,1942130.629
136,E05000206,Ponders End, ,536187,195789,-0.033119999,51.644409,{D3F145FE-88E1-4FEC-81AB-B85D7F83DBEA},9390.991336,3541917.291
137,E05000207,Southbury, ,534114,196542,-0.062770002,51.65168,{19EFF357-F24D-49A4-BB49-40416575A265},8880.466782,2867063.646
138,E05000208,Southgate, ,529929,194448,-0.12401,51.633839,{98F358B0-4B94-4C51-992A-F07468902A84},9449.604227,2683693.49
139,E05000209,Southgate Green, ,529879,192851,-0.12532,51.619499,{D1304FC9-11D8-455A-8C5B-3475BE2580C0},8265.935689,2611339.516
140,E05000210,Town, ,532992,197449,-0.078639999,51.660099,{3683E53F-9558-4A26-85E5-33AD4A78B665},7284.455442,2231375.998
141,E05000211,Turkey Street, ,535274,198954,-0.045079999,51.67308,{2A5B0DF7-CA80-44A8-92D2-52A9C7E8E6DE},6897.049567,2261502.547
142,E05000212,Upper Edmonton, ,534193,192015,-0.063369997,51.610981,{6DEDD809-0791-448A-A806-F6E42C6BC549},10151.72469,2643360.631
143,E05000213,Winchmore Hill, ,531301,193979,-0.10437,51.629311,{70D52948-EEB8-4814-A322-2288CEE6739B},9125.715463,2760676.164
144,E05000214,Abbey Wood, ,546816,178669,0.113238,51.487911,{D606BD62-419C-48BB-B220-D9C4935EAE26},7871.410144,2654110.865
145,E05000215,Blackheath Westcombe, ,540049,177455,0.015356,51.478722,{6A6D1DEB-F623-4487-9BE0-482B1A3DA50C},8692.329132,2137721.164
146,E05000216,Charlton, ,541457,177891,0.035792001,51.482288,{ADB95CA1-D067-4E5A-AA72-2864D70674DF},7602.273399,2031215.646
147,E05000217,Coldharbour and New Eltham, ,543435,172426,0.062043998,51.432678,{216C11F2-C3A2-40D0-B362-804806AD97B7},7485.653996,2551895.93
148,E05000218,Eltham North, ,543431,175383,0.063184001,51.459251,{1D777999-529B-4B2D-BA18-263EC1316A21},8727.587354,2555741.322
149,E05000219,Eltham South, ,543742,174022,0.067105003,51.446949,{776967A8-48A4-4410-B5D5-B46B5CAE53A2},10892.21467,4626970.579
150,E05000220,Eltham West, ,541497,175377,0.035362002,51.45969,{A75F322D-23BE-4F68-B083-0B6C022DBD3C},7865.639725,2425641.774
151,E05000221,Glyndon, ,544655,178804,0.08219,51.489681,{ACC2A2DA-B5D4-4D55-94CE-B2990E4855DD},6958.980436,1546906.839
152,E05000222,Greenwich West, ,538593,177143,-0.00571,51.476269,{5DDCAE19-3B82-4457-8E8C-919E9A3DADE6},10574.70833,2528778.899
153,E05000223,Kidbrooke with Hornfair, ,541854,176630,0.041000001,51.47086,{E4DDC3DC-99BA-4220-951E-8DF62EE52BD3},7498.994662,2374536.003
154,E05000224,Middle Park and Sutcliffe, ,541116,173988,0.029328,51.4473,{35F592A3-1B0D-4653-A138-41D93FA9F1B5},11996.60257,3293127.308
155,E05000225,Peninsula, ,540032,179034,0.015737001,51.492908,{21BA1487-489A-454C-817B-4FF5B851DE4F},9845.885505,3414421.388
156,E05000226,Plumstead, ,545924,178300,0.100247,51.484829,{B62D5AFE-2C34-4507-AC0B-2D7E3DB68C54},9044.724861,2342770.812
157,E05000227,Shooters Hill, ,544199,176748,0.074787997,51.471321,{0CE9120C-E5DC-4947-AB15-7647A4EF3AE1},9604.389834,3769170.802
158,E05000228,Thamesmead Moorings, ,545999,180063,0.102056,51.500648,{086A7154-3B29-4F58-A0AF-FD36CDEE4E6E},8774.749717,3912627.43
159,E05000229,Woolwich Common, ,543528,177730,0.065531999,51.48032,{8EE7D676-5A56-4D84-B6C8-DD9D57E8CA33},8323.438253,2620376.751
160,E05000230,Woolwich Riverside, ,542295,178807,0.048222002,51.490311,{DA881F1E-5B44-4026-A441-493F5D7162A8},9357.744531,2525219.874
161,E05000250,Addison, ,523639,179464,-0.22011,51.500599,{0FB53EAE-4E27-4762-AD1B-F4A9A1C71D6A},4064.689679,554846.4759
162,E05000251,Askew, ,522018,179715,-0.24337,51.503201,{AB1229F4-16FD-4F73-94E7-572021929BC7},5003.826613,762981.2484
163,E05000252,Avonmore and Brook Green, ,524041,178845,-0.21454,51.494949,{589A3B17-E3B5-4658-8123-33E3BE92F056},5457.461046,896104.1425
164,E05000253,College Park and Old Oak, ,522460,181963,-0.23622,51.523312,{1B129B1D-E938-42C2-BDD3-B5B43F4AB704},9028.274279,3434317.317
165,E05000254,Fulham Broadway, ,525090,177577,-0.19989,51.483318,{2912DC01-6848-41CF-A86F-F7C08FB483E6},3749.219226,668752.7985
166,E05000255,Fulham Reach, ,523773,177856,-0.21875,51.486118,{BC0DA6D4-2281-4A48-B1C4-5F662AC0D266},4693.833644,822914.7826
167,E05000256,Hammersmith Broadway, ,523240,178633,-0.22615001,51.493221,{29BE2586-3347-4C51-ABC7-9F252BE94C40},5585.256505,1048752.263
168,E05000257,Munster, ,524335,176914,-0.21099,51.477531,{729D0F5B-989C-4C21-9FF1-1261E8B47D9D},3852.626866,624271.272
169,E05000258,North End, ,524703,178056,-0.20529,51.487709,{3B5CD502-0032-464C-AC0B-BC38B8E9372C},3575.389717,635306.4118
170,E05000259,Palace Riverside, ,523892,176498,-0.21751,51.473881,{65331F48-F14B-46B1-AB9C-AEBEC35918FF},6806.937654,1142378.715
171,E05000260,Parsons Green and Walham, ,525322,176535,-0.19691999,51.4739,{59E3448A-4845-491E-B687-62EB056FBA7E},5939.699119,897175.8467
172,E05000261,Ravenscourt Park, ,522145,178872,-0.24183001,51.495602,{C51F70C5-FC68-4E9F-B38C-949181FCCFF3},6288.146557,1153262.367
173,E05000262,Sands End, ,525803,176112,-0.19014999,51.46999,{DB27408D-F39B-4B5B-98F1-2B7472D3169B},5949.160829,1141771.003
174,E05000263,Shepherd's Bush Green, ,523240,180112,-0.22563,51.506512,{2651C923-25A5-4A4D-8922-547248A77AA2},5435.946315,1067319.141
175,E05000264,Town, ,524862,176732,-0.20347001,51.475769,{3B34B95D-9D27-429B-AD7C-2FF00184CCF7},3997.47195,651313.5405
176,E05000265,Wormholt and White City, ,522339,180556,-0.23845001,51.510689,{3B644D11-C761-4C25-8045-B6F0CE2BDB71},4240.692835,901821.318
177,E05000266,Alexandra, ,529522,190387,-0.13139001,51.597439,{ACF59B00-904D-470B-80F9-087F46D65E0F},7994.993288,2612349.306
178,E05000267,Bounds Green, ,530243,191164,-0.12069,51.604259,{2FF60BF6-3292-4E39-8803-781F79B9F131},6026.149667,1385227.934
179,E05000268,Bruce Grove, ,533305,190094,-0.076909997,51.593929,{30F13C52-8B76-48AB-A018-3ED6140A8AF2},4605.458656,936577.7733
180,E05000269,Crouch End, ,529667,188264,-0.13008,51.578331,{94D6AED4-D64A-4F1E-8DA1-75854F2E8CDE},6483.455142,1440975.729
181,E05000270,Fortis Green, ,528059,189701,-0.15275,51.59161,{CC15BDF3-4485-481E-8012-14EAD59841C1},10084.90216,1993603.68
182,E05000271,Harringay, ,531449,188212,-0.10439,51.57745,{C9AC1106-3F3A-456C-8114-9F1FD9BE14CE},7026.29804,1565778.75
183,E05000272,Highgate, ,528142,188259,-0.15207,51.578629,{EB340DC5-B5A6-449B-A4BF-2788DB9873BB},9793.062233,2497439.541
184,E05000273,Hornsey, ,530433,189213,-0.11868,51.586681,{8A26D2C0-CA90-4970-ACA9-0DC0CDC6F75E},5340.433958,1053924.186
185,E05000274,Muswell Hill, ,529197,189172,-0.13652,51.586601,{A1642ECE-8796-447B-B74F-EC9DE11988BF},7776.341766,1653253.519
186,E05000275,Noel Park, ,531193,190038,-0.10741,51.593922,{6BB7F455-D275-4B69-90DF-299D84725346},5030.781597,1225596.436
187,E05000276,Northumberland Park, ,534517,191132,-0.05903,51.60297,{819AFFEB-32C5-4BEE-B796-0A9ABEF73BD7},8331.214579,1892035.855
